Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
AA3479,MHC,QEY,1,AA3479MHCQEY,F0C0Y76,76,76,76,145,145,76.0,76.0,70.7,37.47,100.0,100.0,6743.18,6743.18,5775.83,5775.83,967.34,967.34,3.745,3.745,avg=3.75; max=3.75; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3481,TCB,TFB,1,AA3481TCBTFB,F0C0Y76,76,76,76,152,152,76.0,76.0,72.13,20.73,100.0,100.0,13320.5,13320.5,6054.67,6054.67,7265.83,7265.83,6.355,6.355,avg=6.36; max=6.36; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3482,TFB,TCB,1,AA3482TFBTCB,F0C0Y76,76,76,76,144,144,71.15,71.15,66.67,3.0,93.62,93.62,9288.95,9288.95,5736.0,5736.0,3552.95,3552.95,2.3225,2.3225,avg=2.32; max=2.32; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3488,QEY,CVS,1,AA3488QEYCVS,F0C0Y76,76,76,76,128,128,71.0,71.0,66.35,3.62,93.42,93.42,7945.52,7945.52,5098.67,5098.67,2846.86,2846.86,1.9125,1.9125,avg=1.91; max=1.91; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3490,TFB,GBU,1,AA3490TFBGBU,F0C0Y76,76,76,76,124,124,50.05,50.05,44.65,0.0,65.86,65.86,7312.23,7312.23,4939.33,4939.33,2372.89,2372.89,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA3491,GBU,TFB,1,AA3491GBUTFB,F0C0Y76,76,76,76,135,135,75.75,75.75,72.05,16.62,99.67,99.67,11873.12,11873.12,5377.5,5377.5,6495.62,6495.62,5.18,5.18,avg=5.18; max=5.18; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2001,ZLN,TFB,1,BA2001ZLNTFB,F0C0Y72,72,72,72,40,40,36.7,36.7,33.83,0.0,50.97,50.97,2474.22,2474.22,1593.33,1593.33,880.89,880.89,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2002,TFB,ZLN,1,BA2002TFBZLN,F16C0Y165,165,165,165,39,39,101.9,101.9,98.23,0.0,61.76,61.76,7233.62,7233.62,2991.3,2991.3,4242.32,4242.32,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2011,TFB,NGS,1,BA2011TFBNGS,F0C0Y76,76,76,76,83,83,75.3,75.3,67.12,20.98,99.08,99.08,9373.97,9373.97,3306.17,3306.17,6067.81,6067.81,3.935,3.935,avg=3.94; max=3.94; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2014,QEY,TFB,1,BA2014QEYTFB,F16C0Y165,165,165,165,50,50,164.55,164.55,136.84,25.11,99.73,99.73,15014.94,15014.94,3835.0,3835.0,11179.94,11179.94,2.38,2.38,avg=2.38; max=2.38; positive_legs=1,162,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2015,TFB,QEY,1,BA2015TFBQEY,F16C0Y165,165,165,165,48,48,89.45,89.45,57.35,2.82,54.21,54.21,9347.38,9347.38,3681.6,3681.6,5665.78,5665.78,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,79,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2018,QEY,TFB,1,BA2018QEYTFB,F16C0Y165,165,165,165,51,51,164.75,164.75,118.89,22.15,99.85,99.85,15620.48,15620.48,3911.7,3911.7,11708.78,11708.78,1.9025,1.9025,avg=1.90; max=1.90; positive_legs=1,173,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2019,QEY,SEN,1,BA2019QEYSEN,F0C0Y76,76,76,76,42,42,70.25,70.25,62.87,4.47,92.43,92.43,5625.88,5625.88,1673.0,1673.0,3952.88,3952.88,0.4425,0.4425,avg=0.44; max=0.44; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2024,TFB,ZWS,1,BA2024TFBZWS,F0C0Y76,76,76,76,48,48,75.85,75.85,59.55,9.45,99.8,99.8,9328.17,9328.17,1912.0,1912.0,7416.17,7416.17,3.955,3.955,avg=3.96; max=3.96; positive_legs=1,61,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2026,QEY,TFB,1,BA2026QEYTFB,F0C0Y76,76,76,76,47,47,64.85,64.85,44.33,4.49,85.33,85.33,5907.08,5907.08,1872.17,1872.17,4034.91,4034.91,0.0275,0.0275,avg=0.03; max=0.03; positive_legs=1,83,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2033,ZWS,TFB,1,BA2033ZWSTFB,F0C0Y76,76,76,76,50,50,72.15,72.15,55.7,1.25,94.93,94.93,7962.32,7962.32,1991.67,1991.67,5970.66,5970.66,0.745,0.745,avg=0.74; max=0.74; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2034,SEN,QEY,1,BA2034SENQEY,F0C0Y76,76,76,76,43,43,76.0,76.0,54.93,24.04,100.0,100.0,6193.26,6193.26,1712.83,1712.83,4480.43,4480.43,2.9025,2.9025,avg=2.90; max=2.90; positive_legs=1,84,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2039,TFB,QEY,1,BA2039TFBQEY,F0C0Y76,76,76,76,51,51,63.0,63.0,48.23,10.57,82.89,82.89,5317.79,5317.79,2031.5,2031.5,3286.29,3286.29,0.33,0.33,avg=0.33; max=0.33; positive_legs=1,55,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2040,FVH,QEY,1,BA2040FVHQEY,F0C0Y76,76,76,76,40,40,63.2,63.2,36.69,0.12,83.16,83.16,4514.42,4514.42,1593.33,1593.33,2921.08,2921.08,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,54,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2042,QEY,TFB,1,BA2042QEYTFB,F0C0Y76,76,76,76,50,50,56.0,56.0,43.73,12.15,73.68,73.68,4358.88,4358.88,1991.67,1991.67,2367.21,2367.21,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,62,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2043,TFB,QEY,1,BA2043TFBQEY,F16C0Y165,165,165,165,50,50,94.45,94.45,66.08,3.42,57.24,57.24,7836.06,7836.06,3835.0,3835.0,4001.06,4001.06,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,94,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2044,QEY,TFB,1,BA2044QEYTFB,F0C0Y76,76,76,76,47,47,48.2,48.2,30.25,2.12,63.42,63.42,4056.89,4056.89,1872.17,1872.17,2184.73,2184.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,68,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2045,TFB,QEY,1,BA2045TFBQEY,F12C12Y48,48,48,48,49,49,46.85,46.85,39.07,6.05,97.6,97.6,4776.35,4776.35,1558.2,1558.2,3218.15,3218.15,1.725,1.725,avg=1.73; max=1.73; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2046,QEY,TFB,1,BA2046QEYTFB,F0C0Y76,76,76,76,47,47,54.95,54.95,36.96,4.19,72.3,72.3,4428.83,4428.83,1872.17,1872.17,2556.67,2556.67,0.16,0.16,avg=0.16; max=0.16; positive_legs=1,64,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2047,TFB,QEY,1,BA2047TFBQEY,F0C0Y72,72,72,72,49,49,65.75,65.75,56.24,9.1,91.32,91.32,6125.43,6125.43,1951.83,1951.83,4173.6,4173.6,0.2675,0.2675,avg=0.27; max=0.27; positive_legs=1,57,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2048,QEY,HFH,1,BA2048QEYHFH,F0C0Y72,72,72,72,67,67,62.45,62.45,61.2,0.1,86.74,86.74,5773.97,5773.97,2668.83,2668.83,3105.14,3105.14,0.14,0.14,avg=0.14; max=0.14; positive_legs=1,17,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2049,HFH,QEY,1,BA2049HFHQEY,F0C0Y76,76,76,76,72,72,75.7,75.7,63.26,14.2,99.61,99.61,6818.49,6818.49,2868.0,2868.0,3950.49,3950.49,2.66,2.66,avg=2.66; max=2.66; positive_legs=1,43,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2051,TFB,QEY,1,BA2051TFBQEY,F0C0Y76,76,76,76,51,51,65.95,65.95,46.24,4.34,86.78,86.78,4891.3,4891.3,2031.5,2031.5,2859.8,2859.8,0.055,0.055,avg=0.05; max=0.05; positive_legs=1,62,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2052,QEY,TFB,1,BA2052QEYTFB,F0C0Y76,76,76,76,50,50,38.5,38.5,30.63,2.24,50.66,50.66,4478.68,4478.68,1991.67,1991.67,2487.02,2487.02,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,36,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2055,TFB,QEY,1,BA2055TFBQEY,F0C0Y72,72,72,72,49,49,53.65,53.65,35.2,4.27,74.51,74.51,5322.48,5322.48,1951.83,1951.83,3370.64,3370.64,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,54,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2056,QEY,TFB,1,BA2056QEYTFB,F0C0Y72,72,72,72,50,50,60.7,60.7,43.56,13.45,84.31,84.31,4557.78,4557.78,1991.67,1991.67,2566.12,2566.12,0.0525,0.0525,avg=0.05; max=0.05; positive_legs=1,59,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2057,TFB,QEY,1,BA2057TFBQEY,F0C0Y76,76,76,76,50,50,76.0,76.0,59.2,16.52,100.0,100.0,7147.25,7147.25,1991.67,1991.67,5155.58,5155.58,2.54,2.54,avg=2.54; max=2.54; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2061,TFB,QEY,1,BA2061TFBQEY,F0C0Y76,76,76,76,49,49,72.6,72.6,58.78,5.13,95.53,95.53,5947.68,5947.68,1951.83,1951.83,3995.84,3995.84,1.175,1.175,avg=1.18; max=1.18; positive_legs=1,60,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2064,TFB,FBU,1,BA2064TFBFBU,F0C0Y76,76,76,76,40,40,75.75,75.75,73.32,15.78,99.67,99.67,5106.94,5106.94,1593.33,1593.33,3513.61,3513.61,2.3275,2.3275,avg=2.33; max=2.33; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2068,QEY,TFB,1,BA2068QEYTFB,F0C0Y76,76,76,76,49,49,75.65,75.65,48.76,15.1,99.54,99.54,6569.92,6569.92,1951.83,1951.83,4618.09,4618.09,2.2225,2.2225,avg=2.22; max=2.22; positive_legs=1,108,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2069,FBU,TFB,1,BA2069FBUTFB,F12C12Y48,48,48,48,41,41,32.2,32.2,30.18,0.0,67.08,67.08,3308.75,3308.75,1303.8,1303.8,2004.95,2004.95,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2071,TKD,MBY,1,BA2071TKDMBY,F0C0Y76,76,76,76,82,82,71.2,71.2,69.55,3.05,93.68,93.68,4660.02,4660.02,3266.33,3266.33,1393.69,1393.69,0.84,0.84,avg=0.84; max=0.84; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2076,MBY,TKD,1,BA2076MBYTKD,F0C0Y76,76,76,76,80,80,73.9,73.9,72.72,6.67,97.24,97.24,5751.38,5751.38,3186.67,3186.67,2564.71,2564.71,1.3825,1.3825,avg=1.38; max=1.38; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2077,TKD,MBY,1,BA2077TKDMBY,F0C0Y76,76,76,76,83,83,50.35,50.35,50.35,0.0,66.25,66.25,3517.9,3517.9,3306.17,3306.17,211.73,211.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,8,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2078,MBY,TKD,1,BA2078MBYTKD,F0C0Y76,76,76,76,81,81,75.45,75.45,73.75,5.88,99.28,99.28,5691.27,5691.27,3226.5,3226.5,2464.77,2464.77,1.54,1.54,avg=1.54; max=1.54; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2079,BMX,TFB,1,BA2079BMXTFB,F12C12Y48,48,48,48,59,59,43.8,43.8,43.8,1.05,91.25,91.25,3290.1,3290.1,1876.2,1876.2,1413.9,1413.9,0.65,0.65,avg=0.65; max=0.65; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2081,QEY,FVH,1,BA2081QEYFVH,F0C0Y76,76,76,76,39,39,76.0,76.0,54.26,10.98,100.0,100.0,5456.69,5456.69,1553.5,1553.5,3903.19,3903.19,1.4,1.4,avg=1.40; max=1.40; positive_legs=1,55,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2082,SEN,QEY,1,BA2082SENQEY,F0C0Y76,76,76,76,41,41,48.15,48.15,34.09,0.0,63.36,63.36,3360.15,3360.15,1633.17,1633.17,1726.98,1726.98,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2083,QEY,SEN,1,BA2083QEYSEN,F12C12Y48,48,48,48,44,44,47.9,47.9,36.53,15.68,99.79,99.79,3274.96,3274.96,1399.2,1399.2,1875.76,1875.76,2.03,2.03,avg=2.03; max=2.03; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2086,TFB,BMX,1,BA2086TFBBMX,F0C0Y76,76,76,76,54,54,61.45,61.45,52.15,0.05,80.86,80.86,6409.67,6409.67,2151.0,2151.0,4258.67,4258.67,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,31,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2087,BMX,TFB,1,BA2087BMXTFB,F0C0Y76,76,76,76,59,59,73.2,73.2,73.2,5.45,96.32,96.32,6226.85,6226.85,2350.17,2350.17,3876.68,3876.68,1.51,1.51,avg=1.51; max=1.51; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2091,QEY,NGS,1,BA2091QEYNGS,F0C0Y76,76,76,76,59,59,76.0,76.0,62.74,18.38,100.0,100.0,7684.04,7684.04,2350.17,2350.17,5333.88,5333.88,2.6,2.6,avg=2.60; max=2.60; positive_legs=1,56,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2093,QEY,NGS,1,BA2093QEYNGS,F16C0Y165,165,165,165,59,59,118.2,118.2,89.42,1.95,71.64,71.64,9443.49,9443.49,4525.3,4525.3,4918.19,4918.19,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,68,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2094,NGS,QEY,1,BA2094NGSQEY,F0C0Y76,76,76,76,59,59,70.9,70.9,63.06,1.68,93.29,93.29,6912.31,6912.31,2350.17,2350.17,4562.14,4562.14,0.7375,0.7375,avg=0.74; max=0.74; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2095,QEY,NGS,1,BA2095QEYNGS,F0C0Y76,76,76,76,59,59,76.0,76.0,64.8,21.32,100.0,100.0,6719.53,6719.53,2350.17,2350.17,4369.36,4369.36,3.005,3.005,avg=3.00; max=3.00; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2096,TFB,BMX,1,BA2096TFBBMX,F12C12Y48,48,48,48,59,59,47.75,47.75,45.13,7.35,99.48,99.48,3999.68,3999.68,1876.2,1876.2,2123.48,2123.48,2.2825,2.2825,avg=2.28; max=2.28; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2098,NGS,QEY,1,BA2098NGSQEY,F0C0Y76,76,76,76,57,57,73.65,73.65,63.99,1.12,96.91,96.91,5814.99,5814.99,2270.5,2270.5,3544.49,3544.49,0.8325,0.8325,avg=0.83; max=0.83; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2100,TFB,QTD,1,BA2100TFBQTD,F0C0Y76,76,76,76,48,48,74.7,74.7,63.0,4.58,98.29,98.29,6921.44,6921.44,1912.0,1912.0,5009.44,5009.44,1.195,1.195,avg=1.20; max=1.20; positive_legs=1,40,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2101,QTD,TFB,1,BA2101QTDTFB,F0C0Y76,76,76,76,52,52,76.0,76.0,63.83,11.5,100.0,100.0,6552.12,6552.12,2071.33,2071.33,4480.78,4480.78,2.195,2.195,avg=2.20; max=2.20; positive_legs=1,55,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2102,TFB,QTD,1,BA2102TFBQTD,F0C0Y76,76,76,76,50,50,42.15,42.15,40.82,0.0,55.46,55.46,4426.28,4426.28,1991.67,1991.67,2434.61,2434.61,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,24,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2103,QTD,TFB,1,BA2103QTDTFB,F0C0Y76,76,76,76,52,52,76.0,76.0,64.35,40.53,100.0,100.0,7133.63,7133.63,2071.33,2071.33,5062.29,5062.29,3.3,3.3,avg=3.30; max=3.30; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2104,TFB,QTD,1,BA2104TFBQTD,F0C0Y76,76,76,76,50,50,37.85,37.85,31.22,3.8,49.8,49.8,3626.13,3626.13,1991.67,1991.67,1634.46,1634.46,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,35,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2105,QTD,TFB,1,BA2105QTDTFB,F0C0Y76,76,76,76,52,52,75.85,75.85,57.85,14.88,99.8,99.8,6975.74,6975.74,2071.33,2071.33,4904.41,4904.41,2.2975,2.2975,avg=2.30; max=2.30; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2106,TFB,QTD,1,BA2106TFBQTD,F0C0Y76,76,76,76,53,53,76.0,76.0,68.02,20.95,100.0,100.0,7525.13,7525.13,2111.17,2111.17,5413.97,5413.97,3.2,3.2,avg=3.20; max=3.20; positive_legs=1,53,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2107,QTD,TFB,1,BA2107QTDTFB,F0C0Y76,76,76,76,52,52,42.55,42.55,35.87,0.07,55.99,55.99,3638.42,3638.42,2071.33,2071.33,1567.09,1567.09,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,34,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2108,TFB,QTD,1,BA2108TFBQTD,F0C0Y76,76,76,76,50,50,76.0,76.0,66.2,6.24,100.0,100.0,6509.34,6509.34,1991.67,1991.67,4517.68,4517.68,1.3475,1.3475,avg=1.35; max=1.35; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2109,QTD,TFB,1,BA2109QTDTFB,F0C0Y76,76,76,76,52,52,46.7,46.7,39.92,0.35,61.45,61.45,4453.23,4453.23,2071.33,2071.33,2381.89,2381.89,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2110,TFB,QTD,1,BA2110TFBQTD,F0C0Y76,76,76,76,49,49,68.15,68.15,53.37,1.69,89.67,89.67,6010.41,6010.41,1951.83,1951.83,4058.58,4058.58,0.31,0.31,avg=0.31; max=0.31; positive_legs=1,48,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2111,QTD,TFB,1,BA2111QTDTFB,F0C0Y76,76,76,76,51,51,20.85,20.85,19.68,0.0,27.43,27.43,2026.6,2026.6,2031.5,2031.5,-4.9,-4.9,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Review_Schedule,"Low load, weak scarcity signal, and limited commercial support suggest a schedule review."
BA2114,TFB,ZZD,1,BA2114TFBZZD,F12C12Y48,48,48,48,105,105,48.0,48.0,39.32,8.38,100.0,100.0,7729.47,7729.47,3339.0,3339.0,4390.47,4390.47,4.365,4.365,avg=4.37; max=4.37; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2115,ZZD,TFB,1,BA2115ZZDTFB,F12C12Y48,48,48,48,109,109,39.8,39.8,38.5,0.17,82.92,82.92,6036.45,6036.45,3466.2,3466.2,2570.25,2570.25,0.555,0.555,avg=0.56; max=0.56; positive_legs=1,19,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2116,TFB,ZZD,1,BA2116TFBZZD,F0C0Y76,76,76,76,106,106,69.8,69.8,61.87,2.35,91.84,91.84,10546.65,10546.65,4222.33,4222.33,6324.32,6324.32,2.17,2.17,avg=2.17; max=2.17; positive_legs=1,58,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2117,ZZD,TFB,1,BA2117ZZDTFB,F0C0Y76,76,76,76,108,108,44.0,44.0,40.55,0.0,57.89,57.89,6270.45,6270.45,4302.0,4302.0,1968.45,1968.45,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,27,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2118,TFB,ZZD,1,BA2118TFBZZD,F0C0Y76,76,76,76,105,105,76.0,76.0,61.27,12.63,100.0,100.0,10625.74,10625.74,4182.5,4182.5,6443.24,6443.24,4.8425,4.8425,avg=4.84; max=4.84; positive_legs=1,83,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2119,ZZD,TFB,1,BA2119ZZDTFB,F0C0Y76,76,76,76,109,109,33.9,33.9,33.33,0.0,44.61,44.61,5242.52,5242.52,4341.83,4341.83,900.69,900.69,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2121,TFB,QEY,1,BA2121TFBQEY,F16C0Y165,165,165,165,51,51,70.55,70.55,59.85,5.3,42.76,42.76,5968.88,5968.88,3911.7,3911.7,2057.17,2057.17,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,29,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2129,TFB,QEY,1,BA2129TFBQEY,F0C0Y76,76,76,76,50,50,63.85,63.85,46.09,1.11,84.01,84.01,5568.34,5568.34,1991.67,1991.67,3576.68,3576.68,0.0125,0.0125,avg=0.01; max=0.01; positive_legs=1,60,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2130,QEY,TFB,1,BA2130QEYTFB,F0C0Y76,76,76,76,50,50,47.65,47.65,31.94,1.3,62.7,62.7,4061.32,4061.32,1991.67,1991.67,2069.65,2069.65,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,50,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2132,QEY,TFB,1,BA2132QEYTFB,F0C0Y76,76,76,76,49,49,65.55,65.55,46.57,0.6,86.25,86.25,5114.44,5114.44,1951.83,1951.83,3162.61,3162.61,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,69,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2133,CPJ,TFB,1,BA2133CPJTFB,F0C0Y76,76,76,76,91,91,67.8,67.8,58.77,0.75,89.21,89.21,7149.62,7149.62,3624.83,3624.83,3524.79,3524.79,0.545,0.545,avg=0.55; max=0.55; positive_legs=1,38,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2134,TFB,FBU,1,BA2134TFBFBU,F0C0Y76,76,76,76,41,41,66.4,66.4,58.88,0.44,87.37,87.37,5036.27,5036.27,1633.17,1633.17,3403.11,3403.11,0.4125,0.4125,avg=0.41; max=0.41; positive_legs=1,19,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2135,TFB,QEY,1,BA2135TFBQEY,F16C0Y165,165,165,165,47,47,81.25,81.25,55.12,9.75,49.24,49.24,8694.05,8694.05,3604.9,3604.9,5089.15,5089.15,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,97,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2136,TFB,CPJ,1,BA2136TFBCPJ,F16C0Y165,165,165,165,83,83,128.0,128.0,125.45,0.12,77.58,77.58,15634.47,15634.47,6366.1,6366.1,9268.37,9268.37,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2138,TFB,HFH,1,BA2138TFBHFH,F0C0Y76,76,76,76,59,59,69.6,69.6,53.45,1.13,91.58,91.58,9272.23,9272.23,2350.17,2350.17,6922.06,6922.06,0.6525,0.6525,avg=0.65; max=0.65; positive_legs=1,61,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2140,TFB,CPJ,1,BA2140TFBCPJ,F0C0Y76,76,76,76,87,87,65.2,65.2,57.38,0.55,85.79,85.79,6720.23,6720.23,3465.5,3465.5,3254.73,3254.73,0.2025,0.2025,avg=0.20; max=0.20; positive_legs=1,26,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
