Leg,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Expected_Load(%),P5_Load(%),P95_Load(%),Bottleneck_Freq(%)
AA0650QEYQIY,AA0650,F16C0Y165,165,119.9,72.67,61.82,82.03,0.0
AA0307QTQTGP,super_AA0307,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2264TFBZWS,BA2264,F12C12Y48,48,28.5,59.38,49.69,68.75,0.0
BA2024TFBZWS,BA2024,F0C0Y76,76,75.85,99.8,99.8,100.0,95.0
BA2134TFBFBU,BA2134,F0C0Y76,76,66.4,87.37,69.21,100.0,20.0
AA0073KOVBOD,super_AA0073,F0C0Y76,76,73.2,96.32,88.75,100.0,60.0
AA0127TFBGBJ,AA0127,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0463MBYTFB,AA0463,F16C0Y165,165,164.1,99.45,95.09,100.0,90.0
AA0846MJIPBL,AA0846,F16C0Y165,165,163.25,98.94,95.79,100.0,80.0
BA2218CPJMXT,super_BA2218,F0C0Y76,76,36.65,48.22,39.34,60.92,0.0
AA3491GBUTFB,AA3491,F0C0Y76,76,75.75,99.67,98.49,100.0,90.0
AA0507TOBTFB,AA0507,F16C0Y165,165,158.7,96.18,88.42,100.0,50.0
AA3455CVSQEY,AA3455,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2339QEYFVH,BA2339,F0C0Y76,76,64.4,84.74,73.42,100.0,15.0
BA2408TFBZWS,BA2408,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2015TFBQEY,BA2015,F16C0Y165,165,89.45,54.21,46.52,62.06,0.0
AA0062BODKOV,super_AA0062,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2474MBYTUT,super_BA2474,F0C0Y76,76,74.65,98.22,95.13,100.0,70.0
BA2459CAOTFB,BA2459,F12C12Y48,48,48.0,100.0,100.0,100.0,100.0
AA0590QEYTOB,AA0590,F0C0Y76,76,67.5,88.82,72.04,100.0,10.0
BA2223QEYCPJ,BA2223,F0C0Y76,76,75.35,99.14,99.14,100.0,95.0
AA0087TFBBOD,AA0087,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2326HUGIMO,super_BA2326,F12C12Y48,48,0.7,1.46,0.0,6.25,0.0
AA0192GBJBOD,AA0192,F0C0Y76,76,64.4,84.74,72.37,96.18,0.0
AA0645QIYTFB,AA0645,F16C0Y165,165,163.75,99.24,96.06,100.0,85.0
AA0121TFBBOD,AA0121,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0054TDDBOD,AA0054,F0C0Y76,76,67.75,89.14,76.25,100.0,10.0
AA0469MBYTFB,AA0469,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2634TGPQEY,BA2634,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2284TFBGDB,BA2284,F0C0Y76,76,75.85,99.8,99.8,100.0,95.0
AA0045BODCFU,AA0045,F0C0Y72,72,65.3,90.69,76.11,100.0,25.0
AA0097TFBBOD,AA0097,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0730TFBJBI,super_AA0730,F16C0Y165,165,164.85,99.91,99.91,100.0,95.0
BA2077TKDMBY,BA2077,F0C0Y76,76,50.35,66.25,53.62,85.59,0.0
AA0514TFBTOB,AA0514,F16C0Y165,165,150.5,91.21,75.58,100.0,30.0
BA2231CPJTFB,BA2231,F0C0Y76,76,65.0,85.53,74.61,100.0,10.0
BA2412TNGCPJ,BA2412,F0C0Y76,76,60.75,79.93,66.58,93.42,0.0
BA2018QEYTFB,BA2018,F16C0Y165,165,164.75,99.85,99.85,100.0,95.0
BA2219QVXTFB,BA2219,F0C0Y76,76,66.2,87.11,70.99,100.0,10.0
BA2033ZWSTFB,BA2033,F0C0Y76,76,72.15,94.93,87.7,100.0,40.0
BA2311QEYCPJ,BA2311,F0C0Y76,76,62.85,82.7,69.28,97.5,5.0
BA2478TUTQEY,super_BA2478,F0C0Y76,76,43.75,57.57,44.34,70.2,0.0
BA2159FBUTFB,BA2159,F0C0Y76,76,69.75,91.78,74.93,100.0,25.0
AA0848MJITKD,AA0848,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0501TOBTFB,AA0501,F16C0Y165,165,151.55,91.85,82.82,100.0,20.0
AA0522TFBCVS,AA0522,F16C0Y165,165,163.65,99.18,95.61,100.0,80.0
BA2321HUGTFB,super_BA2321,F12C12Y48,48,29.45,61.35,51.88,83.54,0.0
BA2523QEYTGP,BA2523,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA3297EVUBOD,AA3297,F12C12Y48,48,38.75,80.73,64.48,91.77,0.0
AA0564QEYMBY,AA0564,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0354TFBPBL,AA0354,F12C12Y48,48,47.5,98.96,98.96,100.0,95.0
AA0095TFBBOD,AA0095,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0465MBYTFB,AA0465,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0187BODGBJ,AA0187,F16C0Y165,165,121.0,73.33,65.42,83.06,0.0
BA2380TFBZZK,BA2380,F16C0Y165,165,135.2,81.94,71.39,90.45,0.0
BA2543ZFHTFB,BA2543,F0C0Y76,76,65.6,86.32,69.74,98.75,5.0
AA0538TFBPOU,AA0538,F16C0Y165,165,159.35,96.58,86.55,100.0,65.0
BA2142TFBCPJ,BA2142,F12C12Y48,48,29.05,60.52,41.46,77.19,0.0
AA0046CFUBOD,AA0046,F0C0Y72,72,43.05,59.79,48.54,72.22,0.0
AA0759NDJTFB,AA0759,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2338FVHQEY,BA2338,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2168TKDQEY,super_BA2168,F0C0Y76,76,62.55,82.3,76.18,94.74,0.0
AA0226TFBTKD,super_AA0226,F16C0Y165,165,147.95,89.67,72.33,100.0,25.0
BA2438TFBHFH,BA2438,F0C0Y76,76,70.0,92.11,81.45,100.0,20.0
BA2502CPJQEY,BA2502,F16C0Y165,165,159.1,96.42,91.85,100.0,30.0
AA0368TFBTNG,AA0368,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2570QEYTFB,BA2570,F16C0Y165,165,146.6,88.85,81.79,96.55,5.0
BA2396TFBNTP,BA2396,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0620QEYMBT,AA0620,F16C0Y165,165,130.2,78.91,63.52,93.42,0.0
AA2701BODMBT,AA2701,F16C0Y165,165,148.3,89.88,74.3,100.0,15.0
AA3451CVSQEY,AA3451,F0C0Y76,76,75.75,99.67,99.67,100.0,95.0
BA2390TFBCPJ,BA2390,F16C0Y165,165,115.8,70.18,62.42,77.88,0.0
AA0012TFBCPT,AA0012,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0646CMJMBT,AA0646,F16C0Y165,165,111.5,67.58,48.27,88.03,0.0
BA2103QTDTFB,BA2103,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0388QEYTGP,AA0388,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0481TBOTFB,AA0481,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2494TFBCMJ,BA2494,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2268TFBCPJ,BA2268,F0C0Y76,76,70.0,92.11,78.82,100.0,35.0
AA0521CVSTFB,AA0521,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0892IOMTBO,AA0892,F16C0Y165,165,164.85,99.91,99.36,100.0,90.0
BA2135TFBQEY,BA2135,F16C0Y165,165,81.25,49.24,42.94,56.45,0.0
BA2400TFBCJM,BA2400,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0101TFBBOD,AA0101,F16C0Y165,165,162.6,98.55,94.0,100.0,80.0
AA0072KOVTFB,AA0072,F16C0Y165,165,127.05,77.0,67.79,86.94,0.0
AA0584QEYTOB,AA0584,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA3452QEYCVS,AA3452,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2280FVHTFB,BA2280,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0821TNGPHH,super_AA0821,F16C0Y165,165,126.05,76.39,56.94,92.79,0.0
AA3473MHCTFB,AA3473,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2082SENQEY,BA2082,F0C0Y76,76,48.15,63.36,47.37,75.07,0.0
AA0055GBJTDD,super_AA0055,F12C12Y48,48,9.2,19.17,10.31,29.17,0.0
BA2354QEYHFH,BA2354,F0C0Y76,76,75.6,99.47,97.11,100.0,90.0
BA2167QEYTKD,super_BA2167,F16C0Y165,165,154.45,93.61,85.27,100.0,10.0
BA2624QEYTFB,BA2624,F16C0Y165,165,164.45,99.67,98.06,100.0,85.0
AA0693HFHTFB,AA0693,F16C0Y165,165,151.1,91.58,81.18,100.0,10.0
BA2118TFBZZD,BA2118,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2467TUTMBY,BA2467,F0C0Y76,76,75.9,99.87,99.87,100.0,95.0
BA2461TFBNGS,BA2461,F12C12Y48,48,47.65,99.27,97.4,100.0,90.0
AA0090BODTFB,AA0090,F0C0Y76,76,60.9,80.13,65.53,93.55,0.0
AA0122GBJTFB,AA0122,F0C0Y76,76,55.55,73.09,56.51,91.25,5.0
BA2422CPJQEY,BA2422,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2410TFBHFH,BA2410,F12C12Y48,48,46.8,97.5,83.23,100.0,80.0
BA2460TFBCAO,BA2460,F0C0Y76,76,75.75,99.67,98.49,100.0,90.0
AA0232TBOTKE,super_AA0232,F16C0Y165,165,93.15,56.45,44.21,65.0,0.0
BA2635QEYTGP,super_BA2635,F0C0Y76,76,75.7,99.61,99.61,100.0,95.0
AA0758TFBNDJ,AA0758,F16C0Y165,165,156.1,94.61,86.48,100.0,35.0
AA0683PSEQEY,AA0683,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0582QEYTOB,AA0582,F16C0Y165,165,148.15,89.79,74.91,100.0,20.0
AA0860IOMTFB,AA0860,F16C0Y165,165,162.05,98.21,90.27,100.0,65.0
AA3475MHCTFB,AA3475,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2493CMJTFB,BA2493,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0065QTHKOV,super_AA0065,F0C0Y76,76,13.1,17.24,11.78,22.37,0.0
AA0188GBJBOD,AA0188,F0C0Y72,72,57.75,80.21,67.71,95.9,0.0
AA0049BODBER,AA0049,F12C12Y48,48,40.4,84.17,64.27,100.0,20.0
AA0223NFYMBY,AA0223,F16C0Y165,165,158.5,96.06,86.06,100.0,60.0
BA2092QEYTFB,super_BA2092,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0004TFBEDB,AA0004,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0585TOBQEY,AA0585,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0890PHHTBO,AA0890,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0691HFHTFB,AA0691,F0C0Y76,76,75.95,99.93,99.93,100.0,95.0
BA2138TFBHFH,BA2138,F0C0Y76,76,69.6,91.58,79.54,100.0,40.0
BA2217TFBMXT,super_BA2217,F0C0Y76,76,58.75,77.3,61.78,87.11,0.0
BA2108TFBQTD,BA2108,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0614TFBMBT,AA0614,F0C0Y76,76,53.65,70.59,58.68,85.79,0.0
BA2234TFBHFH,BA2234,F0C0Y76,76,63.6,83.68,72.96,100.0,10.0
BA2044QEYTFB,BA2044,F0C0Y76,76,48.2,63.42,53.68,77.76,0.0
AA0456TFBMBY,AA0456,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0825TBOPHH,AA0825,F16C0Y165,165,163.4,99.03,97.48,100.0,80.0
AA0471MBYTFB,AA0471,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2544QEYTFB,BA2544,F16C0Y165,165,156.85,95.06,87.64,100.0,30.0
BA2288TFBGDB,BA2288,F0C0Y76,76,65.7,86.45,73.49,95.0,5.0
BA2487CMJTFB,BA2487,F16C0Y165,165,110.7,67.09,58.58,73.42,0.0
AA0138BODPSE,AA0138,F0C0Y76,76,7.1,9.34,3.95,13.36,0.0
BA2328NGSQEY,BA2328,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0119TFBBOD,AA0119,F16C0Y165,165,164.7,99.82,99.82,100.0,95.0
AA0663EGXTFB,AA0663,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0195BODGBJ,AA0195,F0C0Y72,72,14.55,20.21,12.43,29.24,0.0
BA2357HFHQEY,BA2357,F0C0Y76,76,60.05,79.01,61.78,96.25,5.0
AA0709MBYZWS,AA0709,F16C0Y165,165,164.45,99.67,99.67,100.0,95.0
AA0830IOMQEY,AA0830,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2094NGSQEY,BA2094,F0C0Y76,76,70.9,93.29,82.83,100.0,40.0
BA2215QVXTFB,super_BA2215,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0128GBJTFB,AA0128,F16C0Y165,165,97.05,58.82,46.64,65.61,0.0
BA2372TFBHFH,BA2372,F0C0Y76,76,70.0,92.11,78.88,100.0,35.0
BA2353HFHQEY,BA2353,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2563QEYPBL,BA2563,F0C0Y76,76,64.8,85.26,68.29,100.0,20.0
AA0460TFBMBY,AA0460,F16C0Y165,165,159.95,96.94,89.24,100.0,65.0
BA2473QEYTUT,super_BA2473,F0C0Y76,76,65.95,86.78,69.67,100.0,30.0
AA0511TOBTFB,AA0511,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0026TFBPSE,AA0026,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0470TFBMBY,AA0470,F16C0Y165,165,155.85,94.45,85.73,100.0,45.0
BA2155FBUTFB,BA2155,F0C0Y76,76,74.35,97.83,90.33,100.0,75.0
AA0694TFBHFH,AA0694,F16C0Y165,165,66.9,40.55,32.67,49.82,0.0
AA0820PHHTNG,super_AA0820,F16C0Y165,165,146.3,88.67,76.3,100.0,10.0
AA0056KOVTFB,AA0056,F0C0Y76,76,28.45,37.43,27.57,48.88,0.0
AA0648TFBUVT,AA0648,F16C0Y165,165,119.35,72.33,63.48,85.06,0.0
BA2095QEYNGS,BA2095,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0458TFBMBY,AA0458,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0025CPTTFB,AA0025,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0136BODQEY,AA0136,F16C0Y165,165,93.4,56.61,49.52,67.91,0.0
BA2001ZLNTFB,BA2001,F0C0Y72,72,36.7,50.97,42.85,61.18,0.0
BA2618TNGQEY,BA2618,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0044CFUBOD,AA0044,F0C0Y76,76,65.8,86.58,72.04,98.75,5.0
AA0252MBYTKE,AA0252,F16C0Y165,165,101.35,61.42,54.27,72.24,0.0
AA0484TFBTBO,AA0484,F0C0Y76,76,67.7,89.08,72.3,100.0,20.0
AA0568QEYMBY,AA0568,F16C0Y165,165,164.2,99.52,97.33,100.0,90.0
BA2140TFBCPJ,BA2140,F0C0Y76,76,65.2,85.79,72.17,100.0,10.0
AA0065KOVBOD,super_AA0065,F0C0Y76,76,68.95,90.72,77.57,100.0,20.0
BA2381ZZKTFB,BA2381,F0C0Y76,76,71.5,94.08,84.08,100.0,30.0
AA0343PBLTFB,AA0343,F16C0Y165,165,156.9,95.09,83.03,100.0,40.0
AA0865TKDMJI,AA0865,F0C0Y76,76,75.35,99.14,99.14,100.0,95.0
AA0069TFBLUO,super_AA0069,F12C12Y48,48,47.05,98.02,89.48,100.0,70.0
AA0875TFBMJI,AA0875,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2232QEYZWS,BA2232,F12C12Y48,48,40.95,85.31,67.92,100.0,20.0
AA0189BODGBJ,AA0189,F0C0Y76,76,75.75,99.67,98.49,100.0,90.0
BA2233ZWSTFB,BA2233,F0C0Y76,76,47.6,62.63,52.57,76.32,0.0
AA0600TFBMBT,AA0600,F16C0Y165,165,99.6,60.36,51.94,70.91,0.0
BA2428NGSTFB,BA2428,F0C0Y76,76,74.85,98.49,90.72,100.0,75.0
BA2217MXTCPJ,super_BA2217,F0C0Y76,76,25.65,33.75,24.93,49.14,0.0
BA2129TFBQEY,BA2129,F0C0Y76,76,63.85,84.01,66.97,100.0,10.0
AA0191BODGBJ,AA0191,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA3298BODEVU,AA3298,F12C12Y48,48,31.0,64.58,47.71,79.48,0.0
AA0107TFBBOD,AA0107,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2002TFBZLN,BA2002,F16C0Y165,165,101.9,61.76,54.45,68.15,0.0
AA0451MBYTFB,AA0451,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0152BODPNF,super_AA0152,F0C0Y76,76,68.45,90.07,75.79,100.0,15.0
BA2051TFBQEY,BA2051,F0C0Y76,76,65.95,86.78,72.11,100.0,20.0
BA2329QEYNGS,BA2329,F0C0Y76,76,74.1,97.5,87.96,100.0,65.0
BA2389ZZKTFB,BA2389,F16C0Y165,165,31.0,18.79,11.48,24.39,0.0
AA0070KOVTJU,super_AA0070,F0C0Y76,76,24.9,32.76,26.25,39.87,0.0
AA0047BODBER,AA0047,F12C12Y48,48,40.55,84.48,66.35,100.0,15.0
AA0312TGPQTQ,super_AA0312,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2603MBYMBQ,BA2603,F0C0Y76,76,47.0,61.84,51.97,69.87,0.0
AA0565MBYQEY,AA0565,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0533POUTFB,AA0533,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0070BODKOV,super_AA0070,F0C0Y76,76,73.25,96.38,85.39,100.0,55.0
BA2326IMOTFB,super_BA2326,F12C12Y48,48,46.5,96.88,83.23,100.0,70.0
AA0485TBOTFB,AA0485,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0606TFBMBT,AA0606,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0610TFBMBT,AA0610,F16C0Y165,165,161.9,98.12,92.67,100.0,55.0
BA2235HFHTFB,BA2235,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2573TFBQEY,BA2573,F16C0Y165,165,109.25,66.21,58.03,76.52,0.0
AA0036TFBNTQ,AA0036,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0549QTQTFB,AA0549,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0629MBTQEY,AA0629,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2301CPJQEY,BA2301,F0C0Y76,76,69.55,91.51,74.47,100.0,35.0
AA0480TFBTBO,AA0480,F16C0Y165,165,136.0,82.42,70.06,93.36,0.0
BA2475TUTMBY,super_BA2475,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2385ZZKTFB,BA2385,F0C0Y76,76,51.1,67.24,57.7,75.53,0.0
AA0019NDPTFB,AA0019,F16C0Y165,165,157.65,95.55,85.21,100.0,30.0
AA0561MBYQEY,AA0561,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2117ZZDTFB,BA2117,F0C0Y76,76,44.0,57.89,45.92,73.82,0.0
AA0067TJUKOV,super_AA0067,F0C0Y76,76,21.0,27.63,18.36,35.66,0.0
BA2266TFBZWS,BA2266,F16C0Y165,165,98.4,59.64,50.21,71.09,0.0
BA2348TFBNTP,BA2348,F16C0Y165,165,93.4,56.61,49.48,62.45,0.0
AA0250MBYTKE,AA0250,F16C0Y165,165,158.35,95.97,86.52,100.0,50.0
