Leg,Parent_Task,Assigned_Fleet,Load_Factor(%),Bottleneck_Freq(%),Shadow_Price,Revenue_Contribution,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA3474TFBMHC,AA3474,F0C0Y76,100.0,100.0,3.65,8244.05,15,8521.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3477MHCTFB,AA3477,F0C0Y76,100.0,100.0,3.65,7586.62,10,7864.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3475MHCTFB,AA3475,F0C0Y76,100.0,100.0,3.65,7112.33,23,7389.73,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2633QEYTNG,BA2633,F0C0Y76,100.0,100.0,3.625,8691.25,36,8966.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0604TFBMBT,AA0604,F16C0Y165,98.94,85.0,3.6125,17489.15,52,18085.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0225TKETGP,super_AA0225,F16C0Y165,96.76,60.0,3.595,28087.98,24,28681.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0467MBYTFB,AA0467,F16C0Y165,99.61,95.0,3.585,21353.91,85,21945.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0320TFBTKD,AA0320,F16C0Y165,99.73,95.0,3.5825,23360.09,34,23951.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2452NGSTFB,BA2452,F12C12Y48,99.17,85.0,3.5775,6113.48,41,6285.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0404QEYTKD,AA0404,F0C0Y76,99.01,85.0,3.565,9738.67,27,10009.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0522TFBCVS,AA0522,F16C0Y165,99.18,80.0,3.56,19659.25,17,20246.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0562QEYMBY,AA0562,F16C0Y165,98.88,95.0,3.55,18748.33,28,19334.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0315TGPTFB,AA0315,F16C0Y165,99.39,85.0,3.5275,21790.3,46,22372.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0479MBYQEY,AA0479,F16C0Y165,100.0,100.0,3.5225,20017.87,30,20599.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0691HFHTFB,AA0691,F0C0Y76,99.93,95.0,3.5075,8368.42,65,8634.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0400QEYTKD,AA0400,F16C0Y165,99.67,90.0,3.49,23838.78,27,24414.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0622QEYMBT,AA0622,F16C0Y165,99.24,85.0,3.4775,17684.5,25,18258.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0568QEYMBY,AA0568,F16C0Y165,99.52,90.0,3.4725,18786.65,33,19359.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2408TFBZWS,BA2408,F0C0Y76,100.0,100.0,3.465,9508.95,49,9772.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0346TFBPBL,AA0346,F0C0Y76,99.47,85.0,3.4425,8731.68,21,8993.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2509HFHTFB,BA2509,F0C0Y76,99.87,95.0,3.4325,8674.9,57,8935.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2546TKDQEY,BA2546,F0C0Y76,96.78,75.0,3.4275,10173.0,17,10433.49,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2472MBYTUT,BA2472,F0C0Y76,99.8,90.0,3.42,8365.6,11,8625.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2391CPJTFB,BA2391,F16C0Y165,99.48,90.0,3.415,18279.88,65,18843.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0463MBYTFB,AA0463,F16C0Y165,99.45,90.0,3.405,19189.13,35,19750.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0073KOVBOD,super_AA0073,F0C0Y76,96.32,60.0,3.39,13656.45,18,13914.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0190GBJBOD,AA0190,F0C0Y76,98.55,80.0,3.385,10752.33,18,11009.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0536TFBPOU,AA0536,F0C0Y76,97.57,80.0,3.375,7666.52,31,7923.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2618TNGQEY,BA2618,F0C0Y76,100.0,100.0,3.37,8481.27,33,8737.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0503TOBTFB,AA0503,F16C0Y165,99.55,85.0,3.3675,21506.35,54,22061.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0630TFBQIY,AA0630,F16C0Y165,99.94,90.0,3.3625,19547.05,52,20101.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2294SENTFB,BA2294,F0C0Y76,100.0,100.0,3.355,8321.8,56,8576.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2422CPJQEY,BA2422,F0C0Y76,100.0,100.0,3.3325,7576.58,49,7829.85,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0064BODKOV,super_AA0064,F0C0Y76,98.49,75.0,3.3275,13971.65,18,14224.54,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2193HFHTFB,BA2193,F12C12Y48,99.79,95.0,3.315,5038.98,24,5198.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2103QTDTFB,BA2103,F0C0Y76,100.0,100.0,3.3,7133.63,49,7384.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2526TNGQEY,BA2526,F0C0Y76,100.0,100.0,3.2725,8101.15,37,8349.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2571QEYPBL,BA2571,F0C0Y76,98.62,90.0,3.25,9559.88,24,9806.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2541QEYTNG,BA2541,F0C0Y76,100.0,100.0,3.24,8603.53,30,8849.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2426TFBCPJ,BA2426,F0C0Y76,99.61,90.0,3.2275,8280.12,34,8525.42,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2331HFHTFB,BA2331,F0C0Y76,100.0,100.0,3.2125,7650.65,83,7894.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2106TFBQTD,BA2106,F0C0Y76,100.0,100.0,3.2,7525.13,53,7768.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0313TGPTFB,AA0313,F16C0Y165,99.42,90.0,3.195,20424.38,68,20951.55,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0708ZWSMBY,AA0708,F0C0Y76,98.22,85.0,3.1625,9056.55,13,9296.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2461TFBNGS,BA2461,F12C12Y48,99.27,90.0,3.1525,6107.95,50,6259.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0527CVSTFB,AA0527,F16C0Y165,98.3,75.0,3.15,20328.68,30,20848.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0328TFBTKD,AA0328,F16C0Y165,97.91,75.0,3.0975,18063.21,54,18574.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2637TFBPBL,BA2637,F0C0Y76,98.09,75.0,3.0375,9690.02,16,9920.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0349PBLTFB,AA0349,F0C0Y76,98.75,85.0,3.0375,7799.88,18,8030.73,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2353HFHQEY,BA2353,F0C0Y76,100.0,100.0,3.0325,7505.8,51,7736.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0673EFOTFB,AA0673,F16C0Y165,98.85,80.0,3.0175,22635.53,66,23133.41,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0641UVTTFB,AA0641,F16C0Y165,95.15,55.0,3.0125,24628.62,17,25125.69,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0305TGPTFB,AA0305,F16C0Y165,98.42,80.0,3.0125,18638.15,49,19135.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0067KOVBOD,super_AA0067,F0C0Y76,95.86,55.0,3.0125,12879.8,19,13108.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2095QEYNGS,BA2095,F0C0Y76,100.0,100.0,3.005,6719.53,45,6947.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0845CMJIOM,AA0845,F16C0Y165,93.45,40.0,2.975,28400.53,42,28891.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2351HFHQEY,BA2351,F0C0Y76,100.0,100.0,2.9075,7765.43,65,7986.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2034SENQEY,BA2034,F0C0Y76,100.0,100.0,2.9025,6162.71,84,6383.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0055BODGBJ,super_AA0055,F12C12Y48,94.79,55.0,2.8325,6894.55,9,7030.51,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0357PBLTFB,AA0357,F16C0Y165,98.39,70.0,2.8125,17244.4,35,17708.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0070BODKOV,super_AA0070,F0C0Y76,96.38,55.0,2.7875,13516.35,16,13728.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2359HFHQEY,BA2359,F0C0Y76,100.0,100.0,2.75,6158.99,43,6367.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2223QEYCPJ,BA2223,F0C0Y76,99.14,95.0,2.72,7390.67,27,7597.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0250MBYTKE,AA0250,F16C0Y165,95.97,50.0,2.705,21403.12,22,21849.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0613MBTTFB,AA0613,F16C0Y165,97.64,55.0,2.7025,20220.35,11,20666.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2324TFBHUG,super_BA2324,F12C12Y48,96.67,60.0,2.685,7063.8,16,7192.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0538TFBPOU,AA0538,F16C0Y165,96.58,65.0,2.68,17963.67,34,18405.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2049HFHQEY,BA2049,F0C0Y76,99.61,95.0,2.66,6818.49,43,7020.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0530TFBPOU,AA0530,F16C0Y165,95.79,60.0,2.62,18855.82,26,19288.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2493CMJTFB,BA2493,F0C0Y76,100.0,100.0,2.6075,6949.38,96,7147.55,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2091QEYNGS,BA2091,F0C0Y76,100.0,100.0,2.6,7519.79,56,7717.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0850PHHPBL,AA0850,F16C0Y165,92.82,35.0,2.5825,31633.25,10,32059.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0637QIYTFB,AA0637,F16C0Y165,98.3,60.0,2.5575,22336.75,36,22758.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2475TFBTUT,super_BA2475,F0C0Y76,97.3,65.0,2.5575,8343.75,15,8538.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3476TFBMHC,AA3476,F0C0Y76,97.3,70.0,2.555,7068.87,22,7263.05,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2338FVHQEY,BA2338,F0C0Y76,100.0,100.0,2.5525,6202.8,78,6396.79,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2057TFBQEY,BA2057,F0C0Y76,100.0,100.0,2.54,6912.43,69,7105.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0504TFBTOB,AA0504,F16C0Y165,98.88,70.0,2.535,24442.33,46,24860.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0460TFBMBY,AA0460,F16C0Y165,96.94,65.0,2.535,17376.52,36,17794.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0401TKDQEY,AA0401,F0C0Y76,97.37,65.0,2.53,10111.85,22,10304.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0060LUOTFB,super_AA0060,F12C12Y48,92.6,45.0,2.5,8997.97,13,9117.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2494TFBCMJ,BA2494,F0C0Y76,100.0,100.0,2.5,6135.1,68,6325.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2644PBLQEY,super_BA2644,F0C0Y76,97.5,70.0,2.4625,7641.88,15,7829.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2246QEYTFB,BA2246,F16C0Y165,100.0,100.0,2.4375,16933.22,154,17335.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2410TFBHFH,BA2410,F12C12Y48,97.5,80.0,2.3825,5280.61,50,5394.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2014QEYTFB,BA2014,F16C0Y165,99.73,95.0,2.38,15014.94,162,15407.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0610TFBMBT,AA0610,F16C0Y165,98.12,55.0,2.3575,19979.22,46,20368.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2513QEYCPJ,BA2513,F12C12Y48,98.65,80.0,2.355,4291.56,28,4404.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2532GBUQEY,BA2532,F0C0Y76,92.76,50.0,2.33,9524.49,26,9701.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2064TFBFBU,BA2064,F0C0Y76,99.67,95.0,2.3275,5106.94,16,5283.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3482TFBTCB,AA3482,F0C0Y76,93.62,45.0,2.3225,9288.95,15,9465.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0703MBYZWS,AA0703,F16C0Y165,91.55,40.0,2.32,21756.2,10,22139.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3478QEYMHC,AA3478,F0C0Y76,98.42,65.0,2.3175,7235.28,21,7411.41,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2354QEYHFH,BA2354,F0C0Y76,99.47,90.0,2.3125,6354.58,34,6530.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2326IMOTFB,super_BA2326,F12C12Y48,96.88,70.0,2.3,6857.03,26,6967.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2105QTDTFB,BA2105,F0C0Y76,99.8,95.0,2.2975,6975.74,49,7150.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2096TFBBMX,BA2096,F12C12Y48,99.48,90.0,2.2825,3999.68,22,4109.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2474MBYTUT,super_BA2474,F0C0Y76,98.22,70.0,2.28,7708.0,10,7881.28,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0508TFBTOB,AA0508,F16C0Y165,96.85,60.0,2.2675,22421.18,33,22795.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0642TFBQIY,AA0642,F0C0Y76,94.47,50.0,2.235,9286.53,30,9456.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2068QEYTFB,BA2068,F0C0Y76,99.54,90.0,2.2225,6333.5,108,6502.41,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2483CMJTFB,BA2483,F0C0Y76,100.0,100.0,2.215,6793.65,75,6961.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2101QTDTFB,BA2101,F0C0Y76,100.0,100.0,2.195,6552.12,55,6718.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2116TFBZZD,BA2116,F0C0Y76,91.84,40.0,2.17,10546.65,58,10711.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2542TFBZFH,BA2542,F0C0Y76,93.49,45.0,2.1625,9916.75,46,10081.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2355HFHQEY,BA2355,F0C0Y76,99.34,90.0,2.16,6543.64,32,6707.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0638TFBQIY,AA0638,F16C0Y165,98.82,75.0,2.1525,18969.19,55,19324.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0103TFBBOD,AA0103,F16C0Y165,95.7,40.0,2.15,28852.87,138,29207.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3460QEYPOU,AA3460,F0C0Y76,96.91,70.0,2.08,9115.05,13,9273.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2329QEYNGS,BA2329,F0C0Y76,97.5,65.0,2.08,7534.05,26,7692.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2083QEYSEN,BA2083,F12C12Y48,99.79,95.0,2.03,3274.96,30,3372.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0327TKDTFB,AA0327,F16C0Y165,93.64,50.0,2.015,16815.05,32,17147.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0491TBOTFB,AA0491,F16C0Y165,95.52,50.0,2.01,19497.03,37,19828.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2576TNGQEY,BA2576,F0C0Y76,97.63,70.0,1.955,5955.57,20,6104.15,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2404MBYTKD,super_BA2404,F0C0Y76,99.74,95.0,1.945,6063.3,14,6211.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0016TFBNJB,AA0016,F16C0Y165,93.03,25.0,1.9375,28472.97,17,28792.66,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0329TKDTFB,AA0329,F16C0Y165,96.64,50.0,1.935,20168.08,29,20487.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2627TFBQEY,BA2627,F12C12Y48,98.85,90.0,1.925,4678.47,47,4770.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3488QEYCVS,AA3488,F0C0Y76,93.42,50.0,1.9125,7945.52,16,8090.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2018QEYTFB,BA2018,F16C0Y165,99.85,95.0,1.9025,15620.48,173,15934.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0621MBTQEY,AA0621,F16C0Y165,97.48,65.0,1.8975,17399.55,10,17712.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2429ZMXTFB,BA2429,F0C0Y76,98.22,65.0,1.8975,10020.67,34,10164.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3295EVUBOD,AA3295,F12C12Y48,76.15,15.0,1.86,14867.73,10,14957.01,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2462TFBCAO,BA2462,F12C12Y48,94.79,60.0,1.855,6427.0,18,6516.04,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0211NAUMBY,AA0211,F16C0Y165,92.58,35.0,1.83,21855.35,7,22157.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0877QEYIOM,AA0877,F16C0Y165,90.18,20.0,1.8275,31689.35,27,31990.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2242TFBZWS,BA2242,F0C0Y76,95.72,50.0,1.8175,9042.8,49,9180.93,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA2702IOMCMJ,AA2702,F16C0Y165,88.48,15.0,1.7918,61307.4,9,61603.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0580QEYTOB,AA0580,F16C0Y165,97.55,55.0,1.78,18756.77,31,19050.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0452TFBMBY,AA0452,F16C0Y165,96.61,40.0,1.78,16389.1,28,16682.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0245MBYTFB,super_AA0245,F16C0Y165,93.24,45.0,1.76,17177.18,21,17467.58,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0483TBOTFB,AA0483,F16C0Y165,94.24,40.0,1.7575,20375.8,47,20665.79,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2433CJMTFB,BA2433,F0C0Y76,95.86,60.0,1.745,11098.35,39,11230.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2155FBUTFB,BA2155,F0C0Y76,97.83,75.0,1.725,5161.86,28,5292.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2045TFBQEY,BA2045,F12C12Y48,97.6,70.0,1.725,4746.07,37,4828.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0325TKDTFB,AA0325,F16C0Y165,96.24,60.0,1.72,16047.48,39,16331.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0507TOBTFB,AA0507,F16C0Y165,96.18,50.0,1.7125,22772.81,40,23055.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0054TDDBOD,AA0054,F0C0Y76,89.14,10.0,1.71,24597.35,4,24727.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0665EGXTFB,AA0665,F16C0Y165,91.45,30.0,1.6925,27669.03,60,27948.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2241HFHTFB,BA2241,F0C0Y76,98.36,65.0,1.6925,7934.15,49,8062.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2428NGSTFB,BA2428,F0C0Y76,98.49,75.0,1.6775,8522.4,50,8649.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2172QEYTFB,BA2172,F16C0Y165,98.91,80.0,1.675,16579.08,168,16855.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0302TFBTGP,super_AA0302,F16C0Y165,94.09,40.0,1.67,17892.25,26,18167.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
