Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P030284,0.47,0.47,AA0372TFBTNG -> BA2411HFHTFB,AA0372 -> BA2411,F0C0Y76 -> F0C0Y76
P030291,0.59,0.59,AA0372TFBTNG -> BA2411HFHTFB,AA0372 -> BA2411,F0C0Y76 -> F0C0Y76
P030308,1.01,1.01,AA0504TFBTOB -> AA0699HFHTFB,AA0504 -> AA0699,F16C0Y165 -> F0C0Y76
P030310,0.65,0.65,AA0504TFBTOB -> AA0699HFHTFB,AA0504 -> AA0699,F16C0Y165 -> F0C0Y76
P030314,0.24,0.24,AA0504TFBTOB -> AA0699HFHTFB,AA0504 -> AA0699,F16C0Y165 -> F0C0Y76
P030316,0.37,0.37,AA0584QEYTOB -> BA2049HFHQEY,AA0584 -> BA2049,F0C0Y76 -> F0C0Y76
P030317,0.37,0.37,AA0584QEYTOB -> BA2049HFHQEY,AA0584 -> BA2049,F0C0Y76 -> F0C0Y76
P030320,0.34,0.34,AA0584QEYTOB -> BA2049HFHQEY,AA0584 -> BA2049,F0C0Y76 -> F0C0Y76
P030342,0.32,0.32,AA0516TFBTOB -> BA2241HFHTFB,AA0516 -> BA2241,F0C0Y76 -> F0C0Y72
P030349,0.46,0.46,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F0C0Y76
P030352,0.89,0.89,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F0C0Y76
P030353,0.68,0.68,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F0C0Y76
P030359,0.65,0.65,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F0C0Y76
P030369,0.29,0.29,AA0580QEYTOB -> BA2351HFHQEY,AA0580 -> BA2351,F16C0Y165 -> F0C0Y76
P030372,1.91,1.91,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76
P030374,0.62,0.62,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76
P030379,6.88,6.88,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76
P030380,0.48,0.48,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76
P030381,0.27,0.27,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F0C0Y76
P030386,0.32,0.32,AA0584QEYTOB -> BA2359HFHQEY,AA0584 -> BA2359,F0C0Y76 -> F0C0Y76
P030391,0.35,0.35,AA0584QEYTOB -> BA2359HFHQEY,AA0584 -> BA2359,F0C0Y76 -> F0C0Y76
P030396,1.38,1.38,AA0508TFBTOB -> BA2369HFHTFB,AA0508 -> BA2369,F16C0Y165 -> F0C0Y76
P030397,0.25,0.25,AA0508TFBTOB -> BA2369HFHTFB,AA0508 -> BA2369,F16C0Y165 -> F0C0Y76
P030409,0.72,0.72,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F0C0Y76
P030412,1.06,1.06,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F0C0Y76
P030413,1.11,1.11,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F0C0Y76
P030414,0.33,0.33,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F0C0Y76
P030431,0.38,0.38,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F0C0Y76
P030435,0.61,0.61,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F0C0Y76
P030436,0.66,0.66,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F0C0Y76
P030438,0.53,0.53,AA0518TFBTOB -> BA2411HFHTFB,AA0518 -> BA2411,F0C0Y76 -> F0C0Y76
P030440,0.34,0.34,AA0518TFBTOB -> BA2411HFHTFB,AA0518 -> BA2411,F0C0Y76 -> F0C0Y76
P030449,0.65,0.65,AA0514TFBTOB -> BA2495HFHTFB,AA0514 -> BA2495,F16C0Y165 -> F0C0Y76
P030451,0.43,0.43,AA0514TFBTOB -> BA2495HFHTFB,AA0514 -> BA2495,F16C0Y165 -> F0C0Y76
P030454,0.44,0.44,AA0514TFBTOB -> BA2495HFHTFB,AA0514 -> BA2495,F16C0Y165 -> F0C0Y76
P030462,0.36,0.36,AA0516TFBTOB -> BA2509HFHTFB,AA0516 -> BA2509,F0C0Y76 -> F0C0Y76
P030471,1.09,1.09,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F0C0Y76
P030473,0.65,0.65,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F0C0Y76
P030474,0.33,0.33,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F0C0Y76
P030476,1.03,1.03,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F0C0Y76
P030477,0.27,0.27,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F0C0Y76
P030488,0.23,0.23,BA2542TFBZFH -> AA0699HFHTFB,BA2542 -> AA0699,F0C0Y76 -> F0C0Y76
P030494,0.03,0.03,BA2584TFBZFH -> BA2235HFHTFB,BA2584 -> BA2235,F0C0Y76 -> F0C0Y76
P030498,0.37,0.37,BA2584TFBZFH -> BA2235HFHTFB,BA2584 -> BA2235,F0C0Y76 -> F0C0Y76
P030499,0.25,0.25,BA2584TFBZFH -> BA2235HFHTFB,BA2584 -> BA2235,F0C0Y76 -> F0C0Y76
P030504,0.25,0.25,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F0C0Y76 -> F12C12Y48
P030509,0.32,0.32,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F0C0Y76 -> F12C12Y48
P030510,0.44,0.44,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F0C0Y76 -> F12C12Y48
P030518,4.63,4.63,BA2584TFBZFH -> BA2331HFHTFB,BA2584 -> BA2331,F0C0Y76 -> F0C0Y76
P030522,0.13,0.13,BA2584TFBZFH -> BA2331HFHTFB,BA2584 -> BA2331,F0C0Y76 -> F0C0Y76
P030532,0.39,0.39,BA2542TFBZFH -> BA2445HFHTFB,BA2542 -> BA2445,F0C0Y76 -> F0C0Y76
P030533,0.03,0.03,BA2542TFBZFH -> BA2445HFHTFB,BA2542 -> BA2445,F0C0Y76 -> F0C0Y76
P030536,0.24,0.24,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F0C0Y76 -> F16C0Y165
P030540,0.33,0.33,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F0C0Y76 -> F16C0Y165
P030543,0.58,0.58,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F0C0Y76 -> F16C0Y165
P030546,0.33,0.33,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F0C0Y76 -> F16C0Y165
P030548,0.02,0.02,BA2024TFBZWS -> BA2235HFHTFB,BA2024 -> BA2235,F0C0Y76 -> F0C0Y76
P030555,0.03,0.03,BA2024TFBZWS -> BA2235HFHTFB,BA2024 -> BA2235,F0C0Y76 -> F0C0Y76
P030557,0.31,0.31,BA2024TFBZWS -> BA2235HFHTFB,BA2024 -> BA2235,F0C0Y76 -> F0C0Y76
P030560,0.25,0.25,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F0C0Y76 -> F0C0Y76
P030564,0.25,0.25,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F0C0Y76 -> F0C0Y76
P030568,0.8,0.8,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F0C0Y76 -> F0C0Y76
P030573,1.6,1.6,BA2450QEYZWS -> BA2351HFHQEY,BA2450 -> BA2351,F0C0Y72 -> F0C0Y76
P030580,0.27,0.27,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F0C0Y76 -> F0C0Y76
P030586,0.51,0.51,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F0C0Y76 -> F0C0Y76
P030587,0.93,0.93,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F0C0Y76 -> F0C0Y76
P030591,0.92,0.92,BA2264TFBZWS -> BA2371HFHTFB,BA2264 -> BA2371,F0C0Y76 -> F0C0Y76
P030601,0.6,0.6,BA2264TFBZWS -> BA2371HFHTFB,BA2264 -> BA2371,F0C0Y76 -> F0C0Y76
P030606,1.81,1.81,BA2408TFBZWS -> BA2393HFHTFB,BA2408 -> BA2393,F0C0Y76 -> F0C0Y76
P030609,0.53,0.53,BA2408TFBZWS -> BA2393HFHTFB,BA2408 -> BA2393,F0C0Y76 -> F0C0Y76
P030623,0.38,0.38,BA2242TFBZWS -> BA2495HFHTFB,BA2242 -> BA2495,F0C0Y72 -> F0C0Y76
P030624,0.24,0.24,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F0C0Y72 -> F0C0Y76
P030630,0.26,0.26,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F0C0Y72 -> F0C0Y76
P030631,0.58,0.58,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F0C0Y72 -> F0C0Y76
P030641,0.92,0.92,BA2116TFBZZD -> AA0699HFHTFB,BA2116 -> AA0699,F0C0Y76 -> F0C0Y76
P030643,0.35,0.35,BA2116TFBZZD -> AA0699HFHTFB,BA2116 -> AA0699,F0C0Y76 -> F0C0Y76
P030647,1.42,0.47,BA2118TFBZZD -> BA2235HFHTFB,BA2118 -> BA2235,F0C0Y76 -> F0C0Y76
P030653,0.56,0.56,BA2118TFBZZD -> BA2235HFHTFB,BA2118 -> BA2235,F0C0Y76 -> F0C0Y76
P030656,0.66,0.66,BA2118TFBZZD -> BA2235HFHTFB,BA2118 -> BA2235,F0C0Y76 -> F0C0Y76
P030664,0.57,0.57,BA2114TFBZZD -> BA2249HFHTFB,BA2114 -> BA2249,F12C12Y48 -> F12C12Y48
P030665,0.2,0.2,BA2114TFBZZD -> BA2249HFHTFB,BA2114 -> BA2249,F12C12Y48 -> F12C12Y48
P030668,0.2,0.2,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F0C0Y76 -> F0C0Y76
P030669,1.99,1.99,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F0C0Y76 -> F0C0Y76
P030674,0.3,0.3,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F0C0Y76 -> F0C0Y76
P030676,1.25,1.25,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F0C0Y76 -> F0C0Y76
P030686,0.24,0.24,BA2116TFBZZD -> BA2371HFHTFB,BA2116 -> BA2371,F0C0Y76 -> F0C0Y76
P030692,0.37,0.37,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F0C0Y76 -> F0C0Y76
P030694,0.33,0.33,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F0C0Y76 -> F0C0Y76
P030696,2.2,2.2,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F0C0Y76 -> F0C0Y76
P030697,2.7,2.7,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F0C0Y76 -> F0C0Y76
P030698,0.33,0.33,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F0C0Y76 -> F0C0Y76
P030711,0.21,0.21,BA2114TFBZZD -> BA2509HFHTFB,BA2114 -> BA2509,F12C12Y48 -> F0C0Y76
P030713,0.03,0.03,AA0087TFBBOD -> BA2321HUGTFB,AA0087 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030715,0.03,0.03,AA0087TFBBOD -> BA2321HUGTFB,AA0087 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030716,0.33,0.33,AA0087TFBBOD -> BA2321HUGTFB,AA0087 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030720,0.03,0.03,AA0087TFBBOD -> BA2321HUGTFB,AA0087 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030721,0.03,0.03,AA0087TFBBOD -> BA2321HUGTFB,AA0087 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030724,0.03,0.03,AA0089TFBBOD -> BA2321HUGTFB,AA0089 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030726,0.7,0.7,AA0089TFBBOD -> BA2321HUGTFB,AA0089 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030731,0.03,0.03,AA0089TFBBOD -> BA2321HUGTFB,AA0089 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030735,0.03,0.03,AA0097TFBBOD -> BA2321HUGTFB,AA0097 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030737,0.03,0.03,AA0097TFBBOD -> BA2321HUGTFB,AA0097 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030738,0.45,0.45,AA0097TFBBOD -> BA2321HUGTFB,AA0097 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030742,0.03,0.03,AA0097TFBBOD -> BA2321HUGTFB,AA0097 -> super_BA2321,F16C0Y165 -> F12C12Y48
P030746,0.03,0.03,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F0C0Y76
P030749,0.48,0.48,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F0C0Y76
P030753,0.03,0.03,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F0C0Y76
P030755,1.28,1.28,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F0C0Y76
P030757,1.04,1.04,AA0111TFBBOD -> BA2326HUGTFB,AA0111,F0C0Y76
P030781,0.99,0.99,BA2326HUGIMO,super_BA2326,F12C12Y48
P030789,1.32,1.32,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F0C0Y76 -> F12C12Y48
P030793,1.0,1.0,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F0C0Y76 -> F12C12Y48
P030799,0.66,0.66,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F0C0Y76 -> F12C12Y48
P030804,0.33,0.33,BA2045TFBQEY -> BA2326HUGTFB,BA2045,F12C12Y48
P030815,1.33,1.33,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F0C0Y76
P030817,0.33,0.33,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F0C0Y76
P030818,0.33,0.33,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F0C0Y76
P030821,0.33,0.33,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F0C0Y76
P030826,0.33,0.33,BA2627TFBQEY -> BA2326HUGTFB,BA2627,F12C12Y48
P030833,2.33,2.33,BA2321HUGTFB,super_BA2321,F12C12Y48
P030834,1.66,1.66,BA2321HUGTFB,super_BA2321,F12C12Y48
P030836,0.51,0.51,BA2321HUGTFB,super_BA2321,F12C12Y48
P030837,3.44,3.44,BA2321HUGTFB,super_BA2321,F12C12Y48
P030838,1.21,1.21,BA2321HUGTFB,super_BA2321,F12C12Y48
P030839,3.46,3.46,BA2321HUGTFB,super_BA2321,F12C12Y48
P030840,1.0,1.0,BA2321HUGTFB,super_BA2321,F12C12Y48
P030841,0.8,0.8,BA2321HUGTFB,super_BA2321,F12C12Y48
P030842,0.38,0.38,BA2321HUGTFB,super_BA2321,F12C12Y48
P030843,4.76,4.76,BA2321HUGTFB,super_BA2321,F12C12Y48
P030844,2.05,2.05,BA2326HUGTFB,,
P030845,0.41,0.41,BA2326HUGTFB,,
P030847,0.69,0.69,BA2326HUGTFB,,
P030848,1.55,1.55,BA2326HUGTFB,,
P030850,3.32,3.32,BA2326HUGTFB,,
P030851,1.0,1.0,BA2326HUGTFB,,
P030852,1.69,1.69,BA2326HUGTFB,,
P030853,0.84,0.84,BA2326HUGTFB,,
P030854,0.99,0.99,BA2326HUGTFB,,
P030856,0.08,0.08,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030857,0.02,0.02,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030858,0.08,0.08,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030859,0.08,0.08,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030860,1.61,1.61,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030863,0.08,0.08,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030864,0.08,0.08,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030867,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030868,0.47,0.47,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030869,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030870,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030871,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030874,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030875,0.08,0.08,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030878,1.0,1.0,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030879,0.58,0.58,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030886,9.64,9.64,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030887,0.64,0.64,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030889,0.33,0.33,AA0107TFBBOD -> BA2326IMOTFB,AA0107 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030900,1.07,1.07,AA0109TFBBOD -> BA2326IMOTFB,AA0109 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030903,1.04,1.04,AA0109TFBBOD -> BA2326IMOTFB,AA0109 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030909,0.48,0.48,AA0109TFBBOD -> BA2326IMOTFB,AA0109 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030921,0.33,0.33,BA2039TFBQEY -> BA2321IMOTFB,BA2039,F0C0Y72
P030931,0.33,0.33,BA2039TFBQEY -> BA2321IMOTFB,BA2039,F0C0Y72
P030932,0.33,0.33,BA2635TFBQEY -> BA2321IMOTFB,super_BA2635,F0C0Y76
P030947,0.32,0.32,BA2047TFBQEY -> BA2326IMOTFB,BA2047 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030954,0.66,0.66,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030956,0.33,0.33,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030958,1.68,1.68,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030964,0.99,0.99,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F0C0Y76 -> F12C12Y48
P030965,0.94,0.94,BA2321IMOTFB,,
P030966,1.16,1.16,BA2321IMOTFB,,
P030967,1.9,1.9,BA2321IMOTFB,,
P030969,2.16,2.16,BA2321IMOTFB,,
P030970,1.0,1.0,BA2321IMOTFB,,
P030971,3.17,3.17,BA2321IMOTFB,,
P030972,3.37,3.37,BA2321IMOTFB,,
P030973,0.66,0.66,BA2321IMOTFB,,
P030974,0.66,0.66,BA2321IMOTFB,,
P030975,4.02,4.02,BA2321IMOTFB,,
P030976,2.33,2.33,BA2326IMOTFB,super_BA2326,F12C12Y48
P030977,1.18,1.18,BA2326IMOTFB,super_BA2326,F12C12Y48
P030978,0.37,0.37,BA2326IMOTFB,super_BA2326,F12C12Y48
P030979,0.33,0.33,BA2326IMOTFB,super_BA2326,F12C12Y48
P030980,2.33,2.33,BA2326IMOTFB,super_BA2326,F12C12Y48
P030981,1.66,1.66,BA2326IMOTFB,super_BA2326,F12C12Y48
P030982,5.85,5.85,BA2326IMOTFB,super_BA2326,F12C12Y48
P030983,1.67,1.67,BA2326IMOTFB,super_BA2326,F12C12Y48
P030984,5.9,5.9,BA2326IMOTFB,super_BA2326,F12C12Y48
P030985,1.99,1.99,BA2326IMOTFB,super_BA2326,F12C12Y48
P030986,1.69,1.69,BA2326IMOTFB,super_BA2326,F12C12Y48
P030987,3.23,3.23,AA0143QEYBOD -> AA0830IOMQEY,AA0143 -> AA0830,F0C0Y76 -> F16C0Y165
P030994,0.42,0.42,AA0143QEYBOD -> AA0830IOMQEY,AA0143 -> AA0830,F0C0Y76 -> F16C0Y165
P030997,0.64,0.64,AA0143QEYBOD -> AA0830IOMQEY,AA0143 -> AA0830,F0C0Y76 -> F16C0Y165
P030998,2.44,2.44,AA0871IOMBOD,AA0871,F16C0Y165
P030999,1.15,1.15,AA0871IOMBOD,AA0871,F16C0Y165
P031000,6.73,6.73,AA0871IOMBOD,AA0871,F16C0Y165
P031001,76.91,62.58,AA0871IOMBOD,AA0871,F16C0Y165
P031002,37.85,37.85,AA0871IOMBOD,AA0871,F16C0Y165
P031003,5.2,5.2,AA0871IOMBOD,AA0871,F16C0Y165
P031005,1.49,1.49,AA0871IOMBOD,AA0871,F16C0Y165
P031007,28.04,28.04,AA0871IOMBOD,AA0871,F16C0Y165
P031008,19.52,19.52,AA0871IOMBOD,AA0871,F16C0Y165
P031021,0.09,0.09,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031022,0.02,0.02,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031023,0.02,0.02,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031024,0.02,0.02,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031025,0.02,0.02,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031026,1.72,1.72,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031028,0.09,0.09,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031029,1.1,1.1,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031030,1.01,1.01,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F0C0Y72 -> F16C0Y165
P031031,0.26,0.26,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031033,0.52,0.52,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031034,0.02,0.02,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031035,1.54,1.54,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031036,0.02,0.02,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031037,0.34,0.34,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031039,0.09,0.09,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031040,0.02,0.02,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031041,0.62,0.62,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F0C0Y76 -> F16C0Y165
P031043,0.15,0.15,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031044,1.72,1.72,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031045,0.15,0.15,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031046,0.14,0.14,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031047,4.84,4.84,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031048,0.14,0.14,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031050,0.15,0.15,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031051,0.15,0.15,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031052,0.66,0.66,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F0C0Y76 -> F16C0Y165
P031053,0.08,0.08,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F12C12Y48 -> F16C0Y165
P031055,0.08,0.08,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F12C12Y48 -> F16C0Y165
P031057,0.15,0.15,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F12C12Y48 -> F16C0Y165
P031058,0.83,0.83,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F12C12Y48 -> F16C0Y165
P031060,0.06,0.06,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F12C12Y48 -> F16C0Y165
P031064,0.35,0.35,AA0836IOMPBL,AA0836,F16C0Y165
P031066,3.46,3.46,AA0836IOMPBL,AA0836,F16C0Y165
P031067,156.19,115.13,AA0836IOMPBL,AA0836,F16C0Y165
P031068,24.08,24.08,AA0836IOMPBL,AA0836,F16C0Y165
P031069,0.66,0.66,AA0836IOMPBL,AA0836,F16C0Y165
P031070,6.16,6.16,AA0836IOMPBL,AA0836,F16C0Y165
P031073,14.85,14.85,AA0836IOMPBL,AA0836,F16C0Y165
P031074,0.31,0.31,AA0836IOMPBL,AA0836,F16C0Y165
P031075,6.26,6.26,AA0830IOMQEY,AA0830,F16C0Y165
P031077,4.89,4.89,AA0830IOMQEY,AA0830,F16C0Y165
P031078,43.21,21.57,AA0830IOMQEY,AA0830,F16C0Y165
P031079,63.39,63.39,AA0830IOMQEY,AA0830,F16C0Y165
P031080,6.61,6.61,AA0830IOMQEY,AA0830,F16C0Y165
P031081,7.5,7.5,AA0830IOMQEY,AA0830,F16C0Y165
P031082,4.45,4.45,AA0830IOMQEY,AA0830,F16C0Y165
P031084,8.25,8.25,AA0830IOMQEY,AA0830,F16C0Y165
P031085,10.28,10.28,AA0830IOMQEY,AA0830,F16C0Y165
P031086,1.46,1.46,BA2175TFBQEY -> AA0852IOMTFB,BA2175 -> AA0852,F16C0Y165 -> F16C0Y165
P031088,1.5,1.5,BA2175TFBQEY -> AA0852IOMTFB,BA2175 -> AA0852,F16C0Y165 -> F16C0Y165
P031092,1.69,1.69,BA2175TFBQEY -> AA0852IOMTFB,BA2175 -> AA0852,F16C0Y165 -> F16C0Y165
