Product,Expected_Demand,Expected_Sold,Expected_Unmet,Legs,Tasks,Assigned_Fleets
P029130,0.95,0.95,0.0,AA0686QEYPSE -> BA2351HFHQEY,AA0686 -> BA2351,F16C0Y165 -> F16C0Y165
P029149,0.95,0.8,0.15,AA0022TFBPSE -> BA2393HFHTFB,AA0022 -> BA2393,F16C0Y165 -> F16C0Y165
P029161,3.4,3.4,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029163,1.0,1.0,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029164,21.1,2.1,19.0,BA2049HFHQEY,BA2049,F16C0Y165
P029165,3.7,3.7,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029167,3.75,3.75,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029168,0.9,0.9,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029170,12.15,11.0,1.15,BA2049HFHQEY,BA2049,F16C0Y165
P029171,3.6,3.6,0.0,BA2049HFHQEY,BA2049,F16C0Y165
P029182,0.9,0.9,0.0,BA2015TFBQEY -> BA2327HFHTFB,BA2015 -> BA2327,F16C0Y165 -> F16C0Y165
P029193,0.8,0.8,0.0,BA2043TFBQEY -> BA2327HFHTFB,BA2043 -> BA2327,F16C0Y165 -> F16C0Y165
P029194,5.15,5.15,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029195,10.55,3.55,7.0,BA2351HFHQEY,BA2351,F16C0Y165
P029197,6.8,6.55,0.25,BA2351HFHQEY,BA2351,F16C0Y165
P029198,5.2,5.2,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029199,1.4,1.4,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029200,12.6,12.6,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029201,3.15,3.15,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029203,1.7,1.7,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029204,6.4,6.4,0.0,BA2351HFHQEY,BA2351,F16C0Y165
P029205,7.8,7.8,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029206,19.5,9.35,10.15,BA2353HFHQEY,BA2353,F16C0Y165
P029207,5.25,5.25,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029208,8.0,8.0,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029209,2.2,2.2,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029210,2.85,2.85,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029211,5.1,5.1,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029212,3.0,3.0,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029214,13.85,13.85,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029215,5.3,5.3,0.0,BA2353HFHQEY,BA2353,F16C0Y165
P029216,9.65,9.65,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029217,19.05,8.45,10.6,BA2355HFHQEY,BA2355,F16C0Y165
P029218,5.75,5.75,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029219,2.05,2.0,0.05,BA2355HFHQEY,BA2355,F16C0Y165
P029220,1.85,1.85,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029221,2.7,2.7,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029222,4.6,4.6,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029223,1.2,1.2,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029225,11.15,11.15,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029226,2.25,2.25,0.0,BA2355HFHQEY,BA2355,F16C0Y165
P029227,11.85,11.85,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029228,5.15,5.15,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029230,18.0,18.0,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029231,1.45,1.45,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029233,4.9,4.9,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029234,1.65,1.65,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029235,39.65,39.65,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029236,10.35,10.35,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029237,2.45,2.45,0.0,BA2357HFHQEY,BA2357,F16C0Y165
P029238,2.95,2.95,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029240,1.05,1.05,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029241,20.15,3.4,16.75,BA2359HFHQEY,BA2359,F16C0Y165
P029242,2.15,2.15,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029244,5.7,5.7,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029245,1.5,1.5,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029247,12.3,12.3,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029248,2.25,2.25,0.0,BA2359HFHQEY,BA2359,F16C0Y165
P029271,0.2,0.2,0.0,AA0636TFBQIY -> BA2327HFHTFB,AA0636 -> BA2327,F16C0Y165 -> F16C0Y165
P029272,1.0,1.0,0.0,AA0636TFBQIY -> BA2327HFHTFB,AA0636 -> BA2327,F16C0Y165 -> F16C0Y165
P029286,11.7,2.7,9.0,AA0638TFBQIY -> BA2331HFHTFB,AA0638 -> BA2331,F16C0Y165 -> F16C0Y165
P029295,5.35,5.35,0.0,AA0650QEYQIY -> BA2359HFHQEY,AA0650 -> BA2359,F16C0Y165 -> F16C0Y165
P029296,18.75,3.3,15.45,AA0650QEYQIY -> BA2359HFHQEY,AA0650 -> BA2359,F16C0Y165 -> F16C0Y165
P029297,1.15,1.1,0.05,AA0650QEYQIY -> BA2359HFHQEY,AA0650 -> BA2359,F16C0Y165 -> F16C0Y165
P029308,0.65,0.25,0.4,AA0630TFBQIY -> BA2369HFHTFB,AA0630 -> BA2369,F16C0Y165 -> F16C0Y165
P029319,0.25,0.25,0.0,AA0636TFBQIY -> BA2369HFHTFB,AA0636 -> BA2369,F16C0Y165 -> F16C0Y165
P029331,5.25,5.15,0.1,AA0632TFBQIY -> BA2371HFHTFB,AA0632 -> BA2371,F16C0Y165 -> F16C0Y165
P029340,19.55,19.55,0.0,AA0636TFBQIY -> BA2393HFHTFB,AA0636 -> BA2393,F16C0Y165 -> F16C0Y165
P029349,15.45,15.4,0.05,AA0642TFBQIY -> BA2411HFHTFB,AA0642 -> BA2411,F16C0Y165 -> F16C0Y165
P029352,12.85,12.85,0.0,AA0642TFBQIY -> BA2411HFHTFB,AA0642 -> BA2411,F16C0Y165 -> F16C0Y165
P029374,0.95,0.95,0.0,AA0642TFBQIY -> BA2509HFHTFB,AA0642 -> BA2509,F16C0Y165 -> F16C0Y165
P029384,19.25,16.85,2.4,BA2259TFBSOP -> BA2235HFHTFB,BA2259 -> BA2235,F16C0Y165 -> F16C0Y165
P029396,11.75,11.75,0.0,BA2255TFBSOP -> BA2241HFHTFB,BA2255 -> BA2241,F16C0Y165 -> F16C0Y165
P029404,17.45,0.05,17.4,BA2259TFBSOP -> BA2331HFHTFB,BA2259 -> BA2331,F16C0Y165 -> F16C0Y165
P029413,1.35,1.35,0.0,BA2259TFBSOP -> BA2331HFHTFB,BA2259 -> BA2331,F16C0Y165 -> F16C0Y165
P029437,18.15,17.05,1.1,BA2441TFBSOP -> BA2371HFHTFB,BA2441 -> BA2371,F16C0Y165 -> F16C0Y165
P029439,20.45,9.0,11.45,BA2441TFBSOP -> BA2371HFHTFB,BA2441 -> BA2371,F16C0Y165 -> F16C0Y165
P029442,0.9,0.9,0.0,BA2441TFBSOP -> BA2371HFHTFB,BA2441 -> BA2371,F16C0Y165 -> F16C0Y165
P029446,0.85,0.85,0.0,BA2441TFBSOP -> BA2371HFHTFB,BA2441 -> BA2371,F16C0Y165 -> F16C0Y165
P029450,20.65,1.35,19.3,BA2255TFBSOP -> BA2411HFHTFB,BA2255 -> BA2411,F16C0Y165 -> F16C0Y165
P029457,1.0,1.0,0.0,BA2255TFBSOP -> BA2411HFHTFB,BA2255 -> BA2411,F16C0Y165 -> F16C0Y165
P029461,18.8,11.85,6.95,BA2255TFBSOP -> BA2509HFHTFB,BA2255 -> BA2509,F16C0Y165 -> F16C0Y165
P029464,0.05,0.05,0.0,BA2255TFBSOP -> BA2509HFHTFB,BA2255 -> BA2509,F16C0Y165 -> F16C0Y165
P029481,18.7,0.25,18.45,AA0494TFBTBO -> BA2235HFHTFB,AA0494 -> BA2235,F16C0Y165 -> F16C0Y165
P029489,11.35,11.35,0.0,AA0494TFBTBO -> BA2235HFHTFB,AA0494 -> BA2235,F16C0Y165 -> F16C0Y165
P029501,2.75,2.75,0.0,AA0498TFBTBO -> BA2241HFHTFB,AA0498 -> BA2241,F16C0Y165 -> F16C0Y165
P029506,12.45,12.45,0.0,AA0482TFBTBO -> BA2331HFHTFB,AA0482 -> BA2331,F16C0Y165 -> F16C0Y165
P029525,16.95,1.45,15.5,AA0232TFBTBO -> BA2371HFHTFB,super_AA0232 -> BA2371,F16C0Y165 -> F16C0Y165
P029548,1.9,1.9,0.0,AA0472TFBTBO -> BA2393HFHTFB,AA0472 -> BA2393,F16C0Y165 -> F16C0Y165
P029549,19.85,19.8,0.05,AA0472TFBTBO -> BA2393HFHTFB,AA0472 -> BA2393,F16C0Y165 -> F16C0Y165
P029556,1.1,1.1,0.0,AA0472TFBTBO -> BA2393HFHTFB,AA0472 -> BA2393,F16C0Y165 -> F16C0Y165
P029565,2.55,2.55,0.0,AA0484TFBTBO -> BA2411HFHTFB,AA0484 -> BA2411,F16C0Y165 -> F16C0Y165
P029579,0.45,0.45,0.0,AA3482TFBTCB -> BA2369HFHTFB,AA3482 -> BA2369,F16C0Y165 -> F16C0Y165
P029580,18.7,18.7,0.0,AA3482TFBTCB -> BA2369HFHTFB,AA3482 -> BA2369,F16C0Y165 -> F16C0Y165
P029582,19.55,19.55,0.0,AA3482TFBTCB -> BA2369HFHTFB,AA3482 -> BA2369,F16C0Y165 -> F16C0Y165
P029587,22.9,15.35,7.55,AA3482TFBTCB -> BA2369HFHTFB,AA3482 -> BA2369,F16C0Y165 -> F16C0Y165
P029588,10.95,10.95,0.0,AA3482TFBTCB -> BA2369HFHTFB,AA3482 -> BA2369,F16C0Y165 -> F16C0Y165
P029600,0.35,0.35,0.0,AA3482TFBTCB -> BA2445HFHTFB,AA3482 -> BA2445,F16C0Y165 -> F16C0Y165
P029601,11.85,11.85,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029603,1.7,1.7,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029606,8.4,8.4,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029607,11.05,11.05,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029608,1.7,1.7,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029610,14.65,8.2,6.45,AA0699HFHTFB,AA0699,F16C0Y165
P029611,7.65,7.65,0.0,AA0699HFHTFB,AA0699,F16C0Y165
P029612,6.6,6.6,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029614,5.8,5.8,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029615,28.15,28.15,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029616,11.8,11.8,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029617,6.0,6.0,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029618,8.7,8.7,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029619,1.8,1.8,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029620,22.5,20.4,2.1,BA2193HFHTFB,BA2193,F16C0Y165
P029622,4.6,4.6,0.0,BA2193HFHTFB,BA2193,F16C0Y165
P029623,3.6,3.6,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029626,21.35,21.35,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029627,1.0,0.95,0.05,BA2225HFHTFB,BA2225,F16C0Y165
P029628,2.8,2.8,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029629,8.6,8.6,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029630,1.6,1.6,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029631,23.35,10.15,13.2,BA2225HFHTFB,BA2225,F16C0Y165
P029632,11.1,11.1,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029633,1.35,1.35,0.0,BA2225HFHTFB,BA2225,F16C0Y165
P029634,3.6,3.6,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029636,6.0,6.0,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029637,25.25,22.6,2.65,BA2235HFHTFB,BA2235,F16C0Y165
P029638,1.3,0.85,0.45,BA2235HFHTFB,BA2235,F16C0Y165
P029639,4.15,4.15,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029640,8.95,8.95,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029641,4.0,4.0,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029643,12.35,12.35,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029644,4.5,4.5,0.0,BA2235HFHTFB,BA2235,F16C0Y165
P029645,3.6,3.6,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029648,23.35,3.2,20.15,BA2241HFHTFB,BA2241,F16C0Y165
P029650,6.05,6.05,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029651,9.25,9.25,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029652,4.1,4.1,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029654,12.45,12.45,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029655,7.45,7.45,0.0,BA2241HFHTFB,BA2241,F16C0Y165
P029656,4.25,4.25,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029658,5.65,5.65,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029659,22.6,5.95,16.65,BA2249HFHTFB,BA2249,F16C0Y165
P029660,1.95,0.25,1.7,BA2249HFHTFB,BA2249,F16C0Y165
P029661,5.0,5.0,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029662,8.25,8.25,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029663,2.3,2.3,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029666,4.35,4.35,0.0,BA2249HFHTFB,BA2249,F16C0Y165
P029667,4.6,4.6,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029668,7.95,6.1,1.85,BA2327HFHTFB,BA2327,F16C0Y165
P029669,1.05,1.05,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029670,30.95,30.5,0.45,BA2327HFHTFB,BA2327,F16C0Y165
P029671,2.1,1.95,0.15,BA2327HFHTFB,BA2327,F16C0Y165
P029672,6.05,6.05,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029673,10.2,10.2,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029674,1.0,1.0,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029675,27.15,0.95,26.2,BA2327HFHTFB,BA2327,F16C0Y165
P029676,4.8,4.8,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029677,8.35,8.35,0.0,BA2327HFHTFB,BA2327,F16C0Y165
P029678,2.45,2.45,0.0,BA2331HFHTFB,BA2331,F16C0Y165
P029680,1.0,1.0,0.0,BA2331HFHTFB,BA2331,F16C0Y165
P029683,1.75,1.75,0.0,BA2331HFHTFB,BA2331,F16C0Y165
P029684,11.25,10.2,1.05,BA2331HFHTFB,BA2331,F16C0Y165
P029685,0.65,0.65,0.0,BA2331HFHTFB,BA2331,F16C0Y165
P029687,3.65,0.7,2.95,BA2331HFHTFB,BA2331,F16C0Y165
P029688,5.3,5.3,0.0,BA2331HFHTFB,BA2331,F16C0Y165
P029689,4.8,4.8,0.0,BA2369HFHTFB,BA2369,F16C0Y165
P029691,1.75,1.75,0.0,BA2369HFHTFB,BA2369,F16C0Y165
P029694,6.65,6.65,0.0,BA2369HFHTFB,BA2369,F16C0Y165
P029695,9.45,9.4,0.05,BA2369HFHTFB,BA2369,F16C0Y165
P029696,0.95,0.95,0.0,BA2369HFHTFB,BA2369,F16C0Y165
P029698,8.3,3.0,5.3,BA2369HFHTFB,BA2369,F16C0Y165
P029699,6.45,6.45,0.0,BA2369HFHTFB,BA2369,F16C0Y165
P029700,2.7,2.0,0.7,BA2371HFHTFB,BA2371,F16C0Y165
P029707,2.0,2.0,0.0,BA2371HFHTFB,BA2371,F16C0Y165
P029711,13.45,13.45,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029713,0.1,0.1,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029716,8.6,8.6,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029717,5.85,5.85,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029718,1.65,1.65,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029720,15.2,13.7,1.5,BA2393HFHTFB,BA2393,F16C0Y165
P029721,11.35,11.35,0.0,BA2393HFHTFB,BA2393,F16C0Y165
P029722,10.45,10.45,0.0,BA2411HFHTFB,BA2411,F16C0Y165
P029727,5.5,5.2,0.3,BA2411HFHTFB,BA2411,F16C0Y165
P029728,11.1,1.4,9.7,BA2411HFHTFB,BA2411,F16C0Y165
P029729,4.45,4.45,0.0,BA2411HFHTFB,BA2411,F16C0Y165
P029732,5.9,5.9,0.0,BA2411HFHTFB,BA2411,F16C0Y165
P029733,11.65,11.65,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029735,5.85,5.85,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029736,21.65,19.1,2.55,BA2445HFHTFB,BA2445,F16C0Y165
P029737,2.25,1.5,0.75,BA2445HFHTFB,BA2445,F16C0Y165
P029738,8.9,8.9,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029739,10.9,10.9,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029740,2.65,2.65,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029742,6.15,6.15,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029743,11.55,11.55,0.0,BA2445HFHTFB,BA2445,F16C0Y165
P029744,3.6,3.6,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029745,17.2,0.85,16.35,BA2495HFHTFB,BA2495,F16C0Y165
P029746,6.35,6.35,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029747,22.55,21.05,1.5,BA2495HFHTFB,BA2495,F16C0Y165
P029749,3.4,3.4,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029750,9.5,9.5,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029751,2.55,2.55,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029753,12.4,12.4,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029754,3.8,3.8,0.0,BA2495HFHTFB,BA2495,F16C0Y165
P029755,8.25,8.25,0.0,BA2509HFHTFB,BA2509,F16C0Y165
P029760,5.4,5.4,0.0,BA2509HFHTFB,BA2509,F16C0Y165
P029761,11.45,9.05,2.4,BA2509HFHTFB,BA2509,F16C0Y165
P029762,1.05,1.05,0.0,BA2509HFHTFB,BA2509,F16C0Y165
P029764,12.2,1.4,10.8,BA2509HFHTFB,BA2509,F16C0Y165
P029765,9.5,9.5,0.0,BA2509HFHTFB,BA2509,F16C0Y165
P029774,23.9,8.95,14.95,BA2517QEYTGP -> BA2049HFHQEY,BA2517 -> BA2049,F16C0Y165 -> F16C0Y165
P029776,0.95,0.95,0.0,BA2517QEYTGP -> BA2049HFHQEY,BA2517 -> BA2049,F16C0Y165 -> F16C0Y165
P029778,18.5,18.5,0.0,AA0300TFBTGP -> BA2225HFHTFB,AA0300 -> BA2225,F16C0Y165 -> F16C0Y165
P029785,23.75,3.9,19.85,AA0300TFBTGP -> BA2225HFHTFB,AA0300 -> BA2225,F16C0Y165 -> F16C0Y165
P029789,0.45,0.45,0.0,AA0316TFBTGP -> BA2235HFHTFB,AA0316 -> BA2235,F16C0Y165 -> F16C0Y165
P029796,24.2,0.75,23.45,AA0316TFBTGP -> BA2235HFHTFB,AA0316 -> BA2235,F16C0Y165 -> F16C0Y165
P029802,18.8,10.35,8.45,AA0302TFBTGP -> BA2241HFHTFB,super_AA0302 -> BA2241,F16C0Y165 -> F16C0Y165
P029808,11.55,11.55,0.0,AA0302TFBTGP -> BA2241HFHTFB,super_AA0302 -> BA2241,F16C0Y165 -> F16C0Y165
P029818,24.3,10.2,14.1,AA0316TFBTGP -> BA2327HFHTFB,AA0316 -> BA2327,F16C0Y165 -> F16C0Y165
P029830,11.75,11.75,0.0,AA0234QEYTGP -> BA2351HFHQEY,super_AA0234 -> BA2351,F16C0Y165 -> F16C0Y165
P029845,0.1,0.1,0.0,AA0220TFBTGP -> BA2371HFHTFB,super_AA0220 -> BA2371,F16C0Y165 -> F16C0Y165
P029853,0.8,0.8,0.0,AA0220TFBTGP -> BA2371HFHTFB,super_AA0220 -> BA2371,F16C0Y165 -> F16C0Y165
P029862,22.75,10.2,12.55,AA0312TFBTGP -> BA2393HFHTFB,super_AA0312 -> BA2393,F16C0Y165 -> F16C0Y165
P029877,17.0,0.45,16.55,AA0300TFBTGP -> BA2411HFHTFB,AA0300 -> BA2411,F16C0Y165 -> F16C0Y165
P029888,0.95,0.95,0.0,AA0318TFBTGP -> BA2445HFHTFB,AA0318 -> BA2445,F16C0Y165 -> F16C0Y165
P029900,5.65,5.65,0.0,AA0324TFBTKD -> AA0699HFHTFB,AA0324 -> AA0699,F16C0Y165 -> F16C0Y165
P029910,16.4,1.8,14.6,AA0404QEYTKD -> BA2049HFHQEY,AA0404 -> BA2049,F16C0Y165 -> F16C0Y165
P029912,20.6,15.1,5.5,AA0404QEYTKD -> BA2049HFHQEY,AA0404 -> BA2049,F16C0Y165 -> F16C0Y165
P029913,12.35,12.35,0.0,AA0404QEYTKD -> BA2049HFHQEY,AA0404 -> BA2049,F16C0Y165 -> F16C0Y165
P029921,2.25,2.25,0.0,AA0326TFBTKD -> BA2327HFHTFB,AA0326 -> BA2327,F16C0Y165 -> F16C0Y165
P029922,1.0,1.0,0.0,AA0326TFBTKD -> BA2327HFHTFB,AA0326 -> BA2327,F16C0Y165 -> F16C0Y165
P029923,1.0,1.0,0.0,AA0326TFBTKD -> BA2327HFHTFB,AA0326 -> BA2327,F16C0Y165 -> F16C0Y165
P029928,23.7,14.05,9.65,AA0326TFBTKD -> BA2327HFHTFB,AA0326 -> BA2327,F16C0Y165 -> F16C0Y165
P029941,5.3,5.3,0.0,AA0328TFBTKD -> BA2331HFHTFB,AA0328 -> BA2331,F16C0Y165 -> F16C0Y165
P029961,24.1,23.65,0.45,BA2617QEYTKD -> BA2355HFHQEY,BA2617 -> BA2355,F16C0Y165 -> F16C0Y165
P029985,0.85,0.75,0.1,AA0320TFBTKD -> BA2371HFHTFB,AA0320 -> BA2371,F16C0Y165 -> F16C0Y165
P029994,25.05,0.75,24.3,AA0326TFBTKD -> BA2393HFHTFB,AA0326 -> BA2393,F16C0Y165 -> F16C0Y165
P029998,17.95,1.1,16.85,AA0226TFBTKD -> BA2411HFHTFB,super_AA0226 -> BA2411,F16C0Y165 -> F16C0Y165
P030007,5.2,5.2,0.0,AA0226TFBTKD -> BA2411HFHTFB,super_AA0226 -> BA2411,F16C0Y165 -> F16C0Y165
P030009,17.2,0.65,16.55,AA0324TFBTKD -> BA2445HFHTFB,AA0324 -> BA2445,F16C0Y165 -> F16C0Y165
P030017,11.15,10.65,0.5,AA0324TFBTKD -> BA2445HFHTFB,AA0324 -> BA2445,F16C0Y165 -> F16C0Y165
P030044,19.9,19.9,0.0,AA0234QEYTKE -> BA2351HFHQEY,BA2351,F16C0Y165
P030053,16.45,16.45,0.0,AA0232TFBTKE -> BA2371HFHTFB,BA2371,F16C0Y165
P030055,20.15,20.15,0.0,AA0232TFBTKE -> BA2371HFHTFB,BA2371,F16C0Y165
P030060,22.4,22.4,0.0,AA0232TFBTKE -> BA2371HFHTFB,BA2371,F16C0Y165
P030061,11.3,11.3,0.0,AA0232TFBTKE -> BA2371HFHTFB,BA2371,F16C0Y165
P030087,1.0,1.0,0.0,AA0368TFBTNG -> AA0699HFHTFB,AA0368 -> AA0699,F16C0Y165 -> F16C0Y165
P030095,2.15,2.15,0.0,AA0368TFBTNG -> AA0699HFHTFB,AA0368 -> AA0699,F16C0Y165 -> F16C0Y165
P030109,5.25,5.25,0.0,BA2633QEYTNG -> BA2049HFHQEY,BA2633 -> BA2049,F16C0Y165 -> F16C0Y165
P030116,12.25,12.25,0.0,BA2633QEYTNG -> BA2049HFHQEY,BA2633 -> BA2049,F16C0Y165 -> F16C0Y165
P030117,0.95,0.95,0.0,BA2633QEYTNG -> BA2049HFHQEY,BA2633 -> BA2049,F16C0Y165 -> F16C0Y165
P030126,23.65,1.3,22.35,BA2645QEYTNG -> BA2049HFHQEY,BA2645 -> BA2049,F16C0Y165 -> F16C0Y165
P030131,5.9,5.9,0.0,AA0362TFBTNG -> BA2235HFHTFB,AA0362 -> BA2235,F16C0Y165 -> F16C0Y165
P030133,2.3,2.3,0.0,AA0362TFBTNG -> BA2235HFHTFB,AA0362 -> BA2235,F16C0Y165 -> F16C0Y165
P030138,11.4,11.4,0.0,AA0362TFBTNG -> BA2235HFHTFB,AA0362 -> BA2235,F16C0Y165 -> F16C0Y165
P030139,5.55,5.55,0.0,AA0362TFBTNG -> BA2235HFHTFB,AA0362 -> BA2235,F16C0Y165 -> F16C0Y165
P030141,17.35,7.85,9.5,AA0372TFBTNG -> BA2249HFHTFB,AA0372 -> BA2249,F16C0Y165 -> F16C0Y165
P030149,11.25,11.25,0.0,AA0372TFBTNG -> BA2249HFHTFB,AA0372 -> BA2249,F16C0Y165 -> F16C0Y165
P030150,0.85,0.85,0.0,AA0372TFBTNG -> BA2249HFHTFB,AA0372 -> BA2249,F16C0Y165 -> F16C0Y165
P030153,5.7,5.7,0.0,AA0362TFBTNG -> BA2327HFHTFB,AA0362 -> BA2327,F16C0Y165 -> F16C0Y165
P030154,20.4,0.3,20.1,AA0362TFBTNG -> BA2327HFHTFB,AA0362 -> BA2327,F16C0Y165 -> F16C0Y165
P030171,0.3,0.3,0.0,AA0821TFBTNG -> BA2331HFHTFB,super_AA0821 -> BA2331,F16C0Y165 -> F16C0Y165
P030181,24.75,9.6,15.15,BA2541QEYTNG -> BA2351HFHQEY,BA2541 -> BA2351,F16C0Y165 -> F16C0Y165
P030197,0.75,0.75,0.0,BA2541QEYTNG -> BA2353HFHQEY,BA2541 -> BA2353,F16C0Y165 -> F16C0Y165
P030203,23.55,15.05,8.5,BA2541QEYTNG -> BA2353HFHQEY,BA2541 -> BA2353,F16C0Y165 -> F16C0Y165
P030204,11.6,11.6,0.0,BA2541QEYTNG -> BA2353HFHQEY,BA2541 -> BA2353,F16C0Y165 -> F16C0Y165
P030205,0.6,0.6,0.0,BA2541QEYTNG -> BA2353HFHQEY,BA2541 -> BA2353,F16C0Y165 -> F16C0Y165
P030229,16.8,16.8,0.0,BA2645QEYTNG -> BA2355HFHQEY,BA2645 -> BA2355,F16C0Y165 -> F16C0Y165
P030236,21.6,18.9,2.7,BA2645QEYTNG -> BA2355HFHQEY,BA2645 -> BA2355,F16C0Y165 -> F16C0Y165
P030310,4.8,4.8,0.0,AA0504TFBTOB -> AA0699HFHTFB,AA0504 -> AA0699,F16C0Y165 -> F16C0Y165
P030314,10.4,1.2,9.2,AA0504TFBTOB -> AA0699HFHTFB,AA0504 -> AA0699,F16C0Y165 -> F16C0Y165
P030316,0.05,0.05,0.0,AA0584QEYTOB -> BA2049HFHQEY,AA0584 -> BA2049,F16C0Y165 -> F16C0Y165
